Unnamed: 0,Name,Team & Contract,ID,Height,Weight,foot,Acceleration,Sprint speed,Stamina,Strength,Interceptions,Vision,Composure,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Positioning,Weak foot,Skill moves,Attacking work rate,Defensive work rate,Unnamed: 23
,L. Costa CB,Villarreal CF 2024 ~ 2030,243923,"190cm 6'3""",85kg 187lbs,Right,59,60,75,79,75,40,75,78,77,6,12,7,3,2,,,
,Carlos Álvarez RM CAM RW,Levante UD 2023 ~ 2027,274209,"167cm 5'6""",75kg 165lbs,Left,79,76,72,58,44,79,76,37,29,14,8,10,3,3,,,
,D. Djené CB RB CDM,Getafe CF 2017 ~ 2030,217940,"178cm 5'10""",71kg 157lbs,Right,68,64,74,76,78,62,74,78,75,7,15,10,4,2,,,
,Borja Mayoral ST,Getafe CF 2022 ~ 2027,228635,"182cm 6'0""",74kg 163lbs,Right,61,68,62,71,37,70,77,29,24,12,9,15,4,3,,,
,T. Lemar CM CAM CDM,"Girona FC Jun 30, 2026 On loan",213565,"171cm 5'7""",63kg 139lbs,Left,75,73,65,57,75,78,78,76,69,11,15,7,3,4,,,
,Álex Moreno LB,Girona FC 2025 ~ 2027,217036,"179cm 5'10""",68kg 150lbs,Left,80,77,70,63,75,74,73,75,75,15,7,11,2,3,,,
,Fran Beltrán CM CDM,Girona FC 2026 ~ 2030,235997,"165cm 5'5""",64kg 141lbs,Right,56,56,78,64,76,79,67,78,78,14,11,13,3,3,,,
,Iván Martín CM CDM CAM,Girona FC 2023 ~ 2028,246928,"178cm 5'10""",70kg 154lbs,Left,73,71,76,60,73,77,76,74,66,13,6,6,3,3,,,
,V. Vanat ST,Girona FC 2025 ~ 2030,271541,"182cm 6'0""",69kg 152lbs,Left,80,80,77,69,31,69,75,32,20,13,14,9,4,3,,,
,V. Lindelöf CB,Aston Villa 2025 ~ 2027,221660,"187cm 6'2""",80kg 176lbs,Right,51,50,47,76,77,72,78,77,76,12,16,7,4,3,,,
,B. Badiashile CB,Chelsea 2023 ~ 2030,242578,"194cm 6'4""",86kg 190lbs,Left,51,68,65,83,76,65,73,77,76,8,7,15,2,2,,,
,M. Keane CB,Everton 2017 ~ 2029,207599,"191cm 6'3""",82kg 181lbs,Right,39,40,54,84,75,59,65,77,76,16,7,14,3,2,,,
,Beto ST,Everton 2023 ~ 2027,251892,"194cm 6'4""",88kg 194lbs,Right,73,75,70,91,18,59,72,20,21,15,11,6,3,3,,,
,J. O'Brien RB CB RM,Everton 2024 ~ 2028,253510,"197cm 6'6""",84kg 185lbs,Right,68,85,69,85,75,62,66,76,74,12,11,9,3,2,,,
,T. Iroegbunam CDM CM,Everton 2024 ~ 2027,266609,"183cm 6'0""",70kg 154lbs,Right,66,65,73,73,78,71,75,77,76,13,12,12,4,3,,,
,T. Barry ST,Everton 2025 ~ 2029,276295,"195cm 6'5""",82kg 181lbs,Right,77,82,66,79,14,69,74,18,19,10,12,14,4,3,,,
,L. Nmecha ST,Leeds United 2025 ~ 2027,230084,"185cm 6'1""",80kg 176lbs,Right,75,73,72,79,37,68,71,33,27,9,11,8,4,3,,,
,J. Justin RB LB CB,Leeds United 2025 ~ 2029,231554,"183cm 6'0""",80kg 176lbs,Right,73,83,75,72,71,68,68,73,72,13,7,5,4,3,,,
,D. James RW RM,Leeds United 2021 ~ 2029,232104,"171cm 5'7""",63kg 139lbs,Right,94,94,78,56,42,70,75,45,34,7,6,15,4,3,,,
,A. Tanaka CDM CM,Leeds United 2024 ~ 2028,236764,"180cm 5'11""",69kg 152lbs,Right,72,69,83,65,75,74,79,74,71,10,14,12,3,3,,,
,S. Longstaff CM CDM,Leeds United 2025 ~ 2029,237161,"187cm 6'2""",74kg 163lbs,Right,60,62,78,67,74,78,74,76,66,6,8,14,4,2,,,
,P. Struijk CB,Leeds United 2018 ~ 2027,239360,"190cm 6'3""",79kg 174lbs,Left,60,59,77,82,74,56,76,76,75,14,8,10,4,2,,,
,N. Okafor ST LW CAM,Leeds United 2025 ~ 2029,242530,"185cm 6'1""",85kg 187lbs,Right,87,88,57,79,20,74,76,25,20,14,14,6,4,4,,,
,J. Bogle RB RM,Leeds United 2024 ~ 2028,244591,"178cm 5'10""",69kg 152lbs,Right,80,82,81,67,72,72,73,74,71,15,10,7,3,3,,,
,B. Aaronson RW CAM CM RM,Leeds United 2022 ~ 2027,247361,"177cm 5'10""",69kg 152lbs,Right,81,80,88,53,63,77,75,65,57,12,13,7,3,3,,,
,J. Willock CM CAM,Newcastle United 2021 ~ 2027,237329,"186cm 6'1""",71kg 157lbs,Right,74,75,71,65,76,79,76,75,63,11,6,8,3,3,,,
,L. Miley CM RB CDM,Newcastle United 2023 ~ 2028,274246,"193cm 6'4""",80kg 176lbs,Right,67,67,73,73,78,77,78,75,76,9,7,12,4,3,,,
,R. Yates CDM CM,Nottingham Forest 2016 ~ 2028,235642,"190cm 6'3""",87kg 192lbs,Right,50,50,77,79,76,67,71,76,78,10,8,6,3,2,,,
,D. Bakwa RM RW,Nottingham Forest 2025 ~ 2030,250789,"180cm 5'11""",75kg 165lbs,Left,89,86,68,69,35,74,75,26,28,7,12,6,2,4,,,
,Morato CB LB CDM,Nottingham Forest 2024 ~ 2029,256008,"192cm 6'4""",88kg 194lbs,Left,52,54,62,89,75,49,75,77,74,12,12,6,2,2,,,
,O. Hutchinson RM CAM RW,Nottingham Forest 2025 ~ 2030,260145,"174cm 5'9""",65kg 143lbs,Left,81,79,75,51,53,72,71,57,54,10,7,5,3,3,,,
,A. Areola GK,West Ham United 2022 ~ 2027,193105,"195cm 6'5""",94kg 207lbs,Right,56,54,38,79,23,59,64,18,12,77,75,75,3,1,,,
,K. Walker-Peters RB RM,West Ham United 2025 ~ 2028,227927,"174cm 5'9""",62kg 137lbs,Right,73,78,79,53,72,68,74,75,73,9,8,11,4,3,,,
,T. Souček CDM CM,West Ham United 2020 ~ 2027,236792,"192cm 6'4""",86kg 190lbs,Right,42,47,77,79,75,71,73,77,78,11,13,6,3,3,,,
,C. Talbi RW RM LM,Sunderland 2025 ~ 2030,275048,"175cm 5'9""",64kg 141lbs,Right,92,88,74,55,57,72,76,37,33,5,6,8,4,3,,,
,S. Johnstone GK,Wolverhampton Wanderers 2024 ~ 2028,206075,"193cm 6'4""",85kg 187lbs,Right,38,45,37,68,17,48,50,17,20,77,75,73,3,1,,,
,José Sá GK,Wolverhampton Wanderers 2021 ~ 2027,212442,"192cm 6'4""",84kg 185lbs,Right,52,53,34,75,18,50,45,19,15,76,75,73,2,1,,,
,S. Bueno CB,Wolverhampton Wanderers 2023 ~ 2028,237658,"190cm 6'3""",76kg 168lbs,Right,52,49,73,79,78,53,69,77,75,5,8,13,3,2,,,
,A. Gomes CAM CDM CM,"Wolverhampton Wanderers Jun 30, 2026 On loan",240507,"168cm 5'6""",62kg 137lbs,Right,76,67,75,63,73,78,75,75,74,14,15,6,4,4,,,
,T. Arokodare ST,Wolverhampton Wanderers 2025 ~ 2029,258911,"197cm 6'6""",97kg 214lbs,Right,71,77,71,89,18,52,70,35,21,9,8,14,3,2,,,
,Kevin LM LW RW,Fulham FC 2025 ~ 2030,70571,"176cm 5'9""",68kg 150lbs,Right,84,81,67,56,32,70,69,34,32,7,7,14,3,4,,,
,I. Diop CB,Fulham FC 2022 ~ 2027,231633,"194cm 6'4""",92kg 203lbs,Right,49,63,60,87,77,43,65,76,75,10,7,14,3,2,,,
,Jorge Cuenca CB,Fulham FC 2024 ~ 2028,237522,"190cm 6'3""",75kg 165lbs,Left,67,75,68,77,75,60,66,77,76,10,12,14,3,2,,,
,Rodrigo Muniz ST,Fulham FC 2021 ~ 2030,264337,"186cm 6'1""",80kg 176lbs,Right,68,68,69,78,38,65,71,42,31,12,13,11,3,3,,,
,O. Bobb RM LM RW,Fulham FC 2026 ~ 2031,277295,"175cm 5'9""",70kg 154lbs,Left,84,79,60,34,24,75,76,34,31,11,12,15,3,4,,,
,J. Anthony LM RM LW,Burnley 2025 ~ 2029,243669,"183cm 6'0""",72kg 159lbs,Right,78,80,84,64,29,73,75,48,24,8,9,13,3,3,,,
,L. Ugochukwu CDM CM CAM,Burnley 2025 ~ 2030,257084,"191cm 6'3""",88kg 194lbs,Right,64,65,73,79,75,75,74,76,75,10,13,11,3,3,,,
,M. Estève CB,Burnley 2024 ~ 2030,262042,"193cm 6'4""",87kg 192lbs,Left,72,77,77,82,74,46,77,77,75,12,14,7,3,2,,,
,Q. Hartman LB LM,Burnley 2025 ~ 2029,271121,"183cm 6'0""",77kg 170lbs,Left,82,78,74,76,73,75,74,75,74,13,14,14,3,3,,,
,C. Uche ST CAM CM,"Crystal Palace Jun 30, 2026 On loan",73374,"190cm 6'3""",84kg 185lbs,Right,67,73,78,86,60,76,68,62,58,14,11,11,3,3,,,
,J. Hinshelwood CDM RB CAM CM,Brighton & Hove Albion 2023 ~ 2029,277283,"181cm 5'11""",76kg 168lbs,Right,67,66,73,69,75,75,75,75,74,9,8,5,4,3,,,
,K. Ajer CB RB LB,Brentford 2021 ~ 2030,224258,"196cm 6'5""",84kg 185lbs,Right,65,70,69,89,72,57,77,76,77,9,9,7,3,3,,,
,R. Henry LB LM,Brentford 2016 ~ 2030,224494,"170cm 5'7""",66kg 146lbs,Left,84,83,64,64,74,55,72,78,75,13,12,6,2,3,,,
,K. Lewis-Potter LB LM RM,Brentford 2022 ~ 2031,243606,"170cm 5'7""",67kg 148lbs,Right,78,77,79,55,71,74,74,72,69,9,12,14,4,3,,,
,D. Brooks RM RW,AFC Bournemouth 2018 ~ 2029,220196,"178cm 5'10""",62kg 137lbs,Left,72,72,59,58,43,79,76,54,44,8,14,13,3,4,,,
,E. Ünal ST,AFC Bournemouth 2024 ~ 2028,223197,"187cm 6'2""",78kg 172lbs,Right,65,66,53,77,29,70,75,43,34,8,14,13,4,3,,,
,D. Léon GK,AJ Auxerre 2020 ~ 2027,205377,"187cm 6'2""",94kg 207lbs,Right,48,46,34,78,26,43,48,10,19,76,71,75,2,1,,,
,R. Faivre RM RW,"AJ Auxerre Jun 30, 2026 On loan",242577,"180cm 5'11""",69kg 152lbs,Left,76,62,73,63,66,78,79,64,58,14,13,14,3,4,,,
,S. Abdulhamid RB RM,"RC Lens Jun 30, 2026 On loan",246688,"175cm 5'9""",70kg 154lbs,Right,86,86,82,64,72,59,65,74,70,5,9,12,3,3,,,
,S. Baidoo CB,RC Lens 2025 ~ 2030,270997,"190cm 6'3""",82kg 181lbs,Right,72,78,58,86,70,54,66,79,74,10,8,8,3,2,,,
,R. Perraud LB LM,Lille OSC 2025 ~ 2028,231318,"173cm 5'8""",68kg 150lbs,Left,74,70,82,65,74,75,69,71,74,6,7,11,2,3,,,
,O. Sahraoui LM CAM LW,Lille OSC 2024 ~ 2029,246548,"171cm 5'7""",64kg 141lbs,Right,88,78,76,43,50,72,75,46,47,14,14,14,5,5,,,
,M. Fernandez-Pardo LM RM ST LW,Lille OSC 2024 ~ 2029,276048,"182cm 6'0""",73kg 161lbs,Right,90,93,74,73,36,68,76,36,32,14,9,13,3,3,,,
,Clinton Mata CB,Olympique Lyonnais 2023 ~ 2028,208364,"180cm 5'11""",73kg 161lbs,Right,73,82,84,75,78,61,77,77,77,10,10,10,3,3,,,
,O. Mangala CDM CM,Olympique Lyonnais 2024 ~ 2028,234078,"178cm 5'10""",80kg 176lbs,Right,60,62,68,73,76,73,76,73,72,7,6,7,3,3,,,
,T. Tessmann CDM CM,Olympique Lyonnais 2024 ~ 2029,256104,"188cm 6'2""",86kg 190lbs,Right,51,62,79,84,73,75,74,77,69,9,6,10,4,3,,,
,G. Hein CAM CM,FC Metz 2024 ~ 2028,234239,"170cm 5'7""",65kg 143lbs,Left,78,76,74,46,40,75,73,35,33,13,7,9,3,4,,,
,S. Adingra LW LM RW,"AS Monaco Jun 30, 2026 On loan",260779,"175cm 5'9""",68kg 150lbs,Right,88,87,70,48,27,73,79,32,30,8,13,14,3,3,,,
,A. Lopes GK,FC Nantes 2024 ~ 2027,199482,"184cm 6'0""",81kg 179lbs,Left,65,64,36,73,25,48,65,15,13,77,71,74,2,1,,,
,M. Abline ST LW LM,FC Nantes 2024 ~ 2028,264422,"182cm 6'0""",73kg 161lbs,Right,83,90,81,69,35,73,77,22,18,13,14,12,3,3,,,
,M. Sanson CM CAM CDM,OGC Nice 2024 ~ 2027,210896,"180cm 5'11""",73kg 161lbs,Right,67,57,79,72,71,78,77,74,71,6,16,9,4,4,,,
,S. Diop LW LM CAM,OGC Nice 2022 ~ 2027,244892,"175cm 5'9""",65kg 143lbs,Right,80,74,71,37,56,77,78,58,46,14,13,9,3,4,,,
,H. Boudaoui CM CDM,OGC Nice 2019 ~ 2027,253157,"175cm 5'9""",61kg 134lbs,Right,74,73,93,67,73,75,75,76,75,7,6,13,3,3,,,
,Y. Ndayishimiye CB CDM CM,OGC Nice 2023 ~ 2027,255533,"183cm 6'0""",79kg 174lbs,Right,64,68,77,83,77,65,71,77,74,12,9,12,3,2,,,
,P. Frankowski RB RM,"Stade Rennais FC Jun 30, 2026 On loan",212138,"175cm 5'9""",70kg 154lbs,Right,85,86,79,67,73,75,77,70,67,7,14,8,3,3,,,
,L. Blas RM RW CAM,Stade Rennais FC 2023 ~ 2027,231102,"180cm 5'11""",77kg 170lbs,Left,77,67,68,63,66,77,80,64,58,12,9,14,2,4,,,
,L. Brassier CB,Stade Rennais FC 2025 ~ 2029,251380,"186cm 6'1""",78kg 172lbs,Left,64,69,71,78,73,57,71,79,77,8,6,9,2,2,,,
,A. Rouault CB,Stade Rennais FC 2025 ~ 2029,252512,"186cm 6'1""",77kg 170lbs,Right,61,62,69,76,76,48,77,77,76,6,15,14,3,2,,,
,M. Al Tamari LM RM LB LW,Stade Rennais FC 2025 ~ 2028,259191,"178cm 5'10""",75kg 165lbs,Left,88,90,77,67,63,72,78,60,51,11,6,7,4,3,,,
,Q. Merlin LB LM,Stade Rennais FC 2025 ~ 2029,261616,"174cm 5'9""",68kg 150lbs,Left,76,73,74,56,70,74,74,77,74,11,11,10,2,3,,,
,J. Jacquet CB,Stade Rennais FC 2022 ~ 2029,278903,"188cm 6'2""",77kg 170lbs,Right,57,70,64,81,72,53,68,78,75,10,11,14,2,2,,,
,Y. Mvogo GK,FC Lorient 2022 ~ 2027,206003,"189cm 6'2""",93kg 205lbs,Right,43,41,28,74,13,52,30,18,12,77,75,73,3,1,,,
,L. Abergel CDM CM,FC Lorient 2019 ~ 2029,213367,"170cm 5'7""",65kg 143lbs,Right,67,55,91,68,77,67,72,75,74,7,14,8,3,3,,,
,H. Abdelli CAM CM CDM,Olympique de Marseille 2026 ~ 2030,246297,"185cm 6'1""",81kg 179lbs,Right,66,57,79,73,65,79,79,64,53,9,8,13,3,4,,,
,E. Nwaneri RW CAM RM,"Olympique de Marseille Jun 30, 2026 On loan",271807,"180cm 5'11""",73kg 161lbs,Left,80,83,66,51,52,75,76,55,43,14,11,12,3,3,,,
,K. Lala RB RM,Stade Brestois 29 2023 ~ 2027,204105,"178cm 5'10""",78kg 172lbs,Right,72,78,82,71,73,68,72,75,69,14,6,6,3,3,,,
,R. Del Castillo RM RW,Stade Brestois 29 2021 ~ 2027,231612,"172cm 5'8""",65kg 143lbs,Left,79,85,65,61,35,76,76,47,44,7,10,13,3,3,,,
,H. Magnetti CDM CM,Stade Brestois 29 2018 ~ 2027,244480,"172cm 5'8""",75kg 165lbs,Right,49,39,75,74,74,71,76,75,71,10,14,10,3,3,,,
,R. Nicolaisen CB,Toulouse FC 2021 ~ 2027,235244,"191cm 6'3""",81kg 179lbs,Left,45,52,72,84,72,45,76,78,74,6,14,13,3,2,,,
,A. Dønnum RM LM RW,Toulouse FC 2023 ~ 2027,237936,"178cm 5'10""",73kg 161lbs,Left,84,80,85,72,59,72,71,47,42,8,14,6,3,4,,,
,Y. Gboho LW RW CAM LM,Toulouse FC 2024 ~ 2027,252937,"178cm 5'10""",63kg 139lbs,Right,81,78,67,61,30,76,75,38,34,7,15,13,3,4,,,
,M. Simon LW LM,Paris FC 2025 ~ 2028,216820,"168cm 5'6""",69kg 152lbs,Right,89,88,67,66,34,70,73,42,33,7,13,13,4,4,,,
,M. Lopez CM CDM,Paris FC 2024 ~ 2027,224030,"167cm 5'6""",58kg 128lbs,Right,70,59,80,32,66,79,76,68,62,7,14,11,3,3,,,
,N. Elvedi CB,Borussia Mönchengladbach 2015 ~ 2027,221491,"189cm 6'2""",84kg 185lbs,Right,68,71,70,79,77,60,70,78,76,9,15,12,3,2,,,
,K. Diks CB LB RB CM,Borussia Mönchengladbach 2025 ~ 2030,224841,"182cm 6'0""",79kg 174lbs,Right,76,72,82,79,75,66,73,77,74,7,15,10,4,3,,,
,C. Günter LB LM,SC Freiburg 2012 ~ 2029,209846,"185cm 6'1""",83kg 183lbs,Left,75,84,81,82,74,57,71,74,72,9,15,8,2,3,,,
,M. Eggestein CDM CM,SC Freiburg 2021 ~ 2030,226168,"183cm 6'0""",83kg 183lbs,Right,63,57,87,76,75,66,75,75,74,15,10,15,4,3,,,
,J. Beste RM LM RB,SC Freiburg 2025 ~ 2029,240451,"175cm 5'9""",66kg 146lbs,Left,78,77,76,55,62,74,70,61,61,13,8,14,3,3,,,
,A. Sambi Lokonga CM CDM,Hamburger SV 2025 ~ 2028,241928,"183cm 6'0""",73kg 161lbs,Right,56,64,75,68,75,74,79,72,69,14,7,13,3,3,,,
,S. El Mala LM CAM ST LW,1. FC Köln 2024 ~ 2030,71178,"187cm 6'2""",80kg 176lbs,Right,83,86,64,69,39,67,68,37,39,14,13,14,4,4,,,
,E. Martel CDM CB CM,1. FC Köln 2022 ~ 2029,256942,"188cm 6'2""",81kg 179lbs,Right,65,58,86,81,78,65,75,77,76,5,10,5,3,2,,,
,C. Kofane ST,Bayer 04 Leverkusen 2025 ~ 2029,76416,"189cm 6'2""",68kg 150lbs,Right,77,79,62,69,23,65,69,28,23,14,14,7,3,3,,,
,E. Fernández CDM CM,Bayer 04 Leverkusen 2025 ~ 2030,262151,"178cm 5'10""",76kg 168lbs,Left,69,68,78,79,72,71,73,75,77,6,7,14,5,2,,,
,E. Poku RM RW LM,Bayer 04 Leverkusen 2025 ~ 2030,264219,"173cm 5'8""",63kg 139lbs,Right,93,95,77,63,38,73,65,36,47,8,10,12,5,3,,,
,J. Quansah CB,Bayer 04 Leverkusen 2025 ~ 2030,273651,"190cm 6'3""",80kg 176lbs,Right,69,78,64,82,73,61,78,75,76,9,6,9,3,2,,,
,A. Karazor CDM CM,VfB Stuttgart 2019 ~ 2028,239096,"191cm 6'3""",76kg 168lbs,Right,37,51,81,69,77,69,73,79,69,12,10,11,3,2,,,
,Tiago Tomás LM ST RM LW,VfB Stuttgart 2025 ~ 2029,257073,"180cm 5'11""",78kg 172lbs,Right,85,87,80,66,40,70,74,37,29,8,14,13,3,4,,,
,A. Pieper CB,SV Werder Bremen 2022 ~ 2029,246836,"192cm 6'4""",86kg 190lbs,Right,60,71,76,78,79,54,71,79,77,12,12,9,3,2,,,
,Puertas CAM CM RM,"SV Werder Bremen Jun 30, 2026 On loan",256688,"178cm 5'10""",74kg 163lbs,Right,75,73,80,73,70,78,75,74,67,11,9,12,4,4,,,
,S. Lynen CDM CM CB,SV Werder Bremen 2023 ~ 2029,261659,"185cm 6'1""",80kg 176lbs,Right,56,78,87,75,84,74,81,73,65,10,10,8,3,2,,,
,D. Kohr CB CDM,1. FSV Mainz 05 2022 ~ 2028,212212,"183cm 6'0""",80kg 176lbs,Right,74,74,76,76,79,64,76,75,81,6,11,10,3,2,,,
,Lee Jae Sung CAM CM,1. FSV Mainz 05 2021 ~ 2030,221671,"181cm 5'11""",74kg 163lbs,Left,72,71,85,56,68,75,78,65,60,14,7,6,3,3,,,
,P. Nebel CAM CM RM,1. FSV Mainz 05 2020 ~ 2027,257075,"169cm 5'7""",66kg 146lbs,Right,79,65,90,48,46,75,74,42,50,11,9,6,4,4,,,
,C. Eriksen CAM CDM CM,VfL Wolfsburg 2025 ~ 2027,190460,"182cm 6'0""",76kg 168lbs,Right,52,45,53,49,53,81,79,60,35,9,14,7,5,4,,,
,M. Svanberg CM CDM,VfL Wolfsburg 2022 ~ 2027,228946,"185cm 6'1""",75kg 165lbs,Right,77,70,76,75,72,76,75,70,63,7,6,8,3,3,,,
,D. Vavro CB,VfL Wolfsburg 2025 ~ 2027,240988,"189cm 6'2""",81kg 179lbs,Right,64,73,79,84,73,46,67,80,71,13,12,12,2,2,,,
,J. Wind ST CAM,VfL Wolfsburg 2022 ~ 2028,241522,"190cm 6'3""",82kg 181lbs,Right,66,50,73,82,35,77,77,29,22,7,10,11,3,4,,,
,K. Koulierakis CB,VfL Wolfsburg 2024 ~ 2029,270077,"185cm 6'1""",78kg 172lbs,Left,71,68,76,78,78,41,66,75,75,8,8,10,2,2,,,
,F. Chaïbi CAM CM LM,Eintracht Frankfurt 2023 ~ 2028,270670,"183cm 6'0""",69kg 152lbs,Right,71,69,69,69,69,80,76,71,70,10,13,12,3,4,,,
,R. Khedira CDM CM,1. FC Union Berlin 2021 ~ 2029,211999,"189cm 6'2""",86kg 190lbs,Right,53,60,80,83,78,59,73,79,74,9,13,12,3,2,,,
,Diogo Leite CB,1. FC Union Berlin 2023 ~ 2028,234575,"190cm 6'3""",83kg 183lbs,Left,55,71,80,78,78,36,66,78,77,7,5,8,3,2,,,
,O. Kabak CB,TSG 1899 Hoffenheim 2022 ~ 2030,239890,"187cm 6'2""",86kg 190lbs,Right,52,67,65,82,68,65,67,78,80,10,13,6,3,2,,,
,T. Lemperle ST RW CAM,TSG 1899 Hoffenheim 2025 ~ 2029,256564,"187cm 6'2""",78kg 172lbs,Right,77,74,78,75,30,65,74,42,30,9,10,7,3,3,,,
,R. Hranáč CB,TSG 1899 Hoffenheim 2024 ~ 2028,276646,"189cm 6'2""",87kg 192lbs,Right,65,80,64,84,75,45,60,77,72,5,15,6,2,2,,,
,D. Giannoulis LB LM,FC Augsburg 2024 ~ 2028,236457,"175cm 5'9""",71kg 157lbs,Left,79,86,90,56,80,71,65,67,73,14,5,9,2,3,,,
,A. Claude-Maurice CAM CM ST,FC Augsburg 2024 ~ 2027,236477,"175cm 5'9""",62kg 137lbs,Right,78,73,74,61,68,74,74,71,66,11,13,14,3,4,,,
,F. Dahmen GK,FC Augsburg 2023 ~ 2028,242818,"188cm 6'2""",80kg 176lbs,Right,52,53,33,55,13,54,33,12,11,76,70,75,3,1,,,
,P. Mainka CB,1. FC Heidenheim 1846 2018 ~ 2029,216199,"194cm 6'4""",86kg 190lbs,Right,38,53,80,84,78,44,74,78,75,11,9,14,3,2,,,
,L. Klostermann CB RB,RB Leipzig 2014 ~ 2028,222331,"189cm 6'2""",90kg 198lbs,Right,81,83,72,78,79,55,66,77,76,8,12,7,3,2,,,
,M. Sportiello GK,Atalanta 2025 ~ 2028,216065,"192cm 6'4""",87kg 192lbs,Right,48,38,37,66,29,58,65,17,13,75,72,79,2,1,,,
,N. Krstović ST,Atalanta 2025 ~ 2030,277839,"185cm 6'1""",83kg 183lbs,Right,65,67,77,81,29,60,70,18,25,9,14,10,4,2,,,
,Y. Bisseck CB,Inter 2023 ~ 2029,241736,"196cm 6'5""",83kg 183lbs,Right,75,76,74,83,74,60,76,76,74,8,7,5,3,2,,,
,F. Esposito ST,Inter 2024 ~ 2027,277327,"191cm 6'3""",83kg 183lbs,Right,60,67,72,85,27,64,65,44,33,6,10,7,3,3,,,
,J. Boga LW ST LM,"Juventus Jun 30, 2026 On loan",224422,"172cm 5'8""",68kg 150lbs,Right,88,80,66,64,41,69,74,44,34,15,8,14,3,4,,,
,Pedro RM LM RW,Lazio 2021 ~ 2028,189505,"169cm 5'7""",64kg 141lbs,Right,71,56,60,41,42,80,80,29,26,5,11,15,5,4,,,
,S. Gigot CB,Lazio 2025 ~ 2027,219581,"187cm 6'2""",83kg 183lbs,Right,59,65,64,80,80,55,67,76,75,11,15,10,3,2,,,
,M. Lazzari RB RM,Lazio 2019 ~ 2027,235374,"174cm 5'9""",67kg 148lbs,Right,89,90,76,52,72,74,76,70,69,14,6,5,3,3,,,
,G. Isaksen RM RW,Lazio 2023 ~ 2028,248729,"178cm 5'10""",65kg 143lbs,Left,84,92,74,33,35,67,69,40,29,7,5,7,4,3,,,
,Nuno Tavares LB LM,Lazio 2025 ~ 2029,251530,"183cm 6'0""",75kg 165lbs,Left,83,87,81,77,65,62,75,70,70,8,13,12,4,3,,,
,Gabriel Strefezza RM LM ST RW,"Parma Jun 30, 2026 On loan",235949,"168cm 5'6""",63kg 139lbs,Right,90,82,77,33,34,74,68,25,28,15,15,10,3,3,,,
,Adrián Bernabé CM CDM CAM,Parma 2021 ~ 2027,252794,"174cm 5'9""",68kg 150lbs,Left,82,73,79,52,72,75,76,75,70,8,12,10,3,3,,,
,N. El Aynaoui CM CDM,Roma 2025 ~ 2030,262745,"185cm 6'1""",77kg 170lbs,Right,57,66,82,75,77,77,75,76,67,10,5,14,3,3,,,
,V. Lazaro RM LM LB RB,Torino 2023 ~ 2027,211147,"181cm 5'11""",75kg 165lbs,Right,77,66,70,61,72,72,76,74,72,8,13,8,3,4,,,
,G. Simeone ST,"Torino Jun 30, 2026 On loan",216816,"181cm 5'11""",81kg 179lbs,Right,73,69,65,71,24,60,75,38,36,12,15,14,4,3,,,
,G. Maripán CB,Torino 2024 ~ 2030,219145,"190cm 6'3""",84kg 185lbs,Right,32,33,65,84,78,56,75,78,74,7,12,16,2,2,,,
,Saúl Coco CB,Torino 2024 ~ 2029,265650,"187cm 6'2""",86kg 190lbs,Right,80,89,75,81,77,58,60,77,76,5,8,13,3,2,,,
,J. Lucumí CB,Bologna 2022 ~ 2028,231207,"187cm 6'2""",85kg 187lbs,Left,63,67,77,81,75,48,71,78,75,6,11,8,3,2,,,
,Juan Miranda LB LM,Bologna 2024 ~ 2027,240915,"185cm 6'1""",78kg 172lbs,Left,80,80,76,63,74,68,65,71,71,11,8,9,3,3,,,
,N. Cambiaghi LM LW,Bologna 2024 ~ 2029,268703,"176cm 5'9""",75kg 165lbs,Right,75,75,60,61,39,68,70,41,32,7,12,14,4,3,,,
,L. Montipò GK,Hellas Verona FC 2022 ~ 2028,215363,"191cm 6'3""",82kg 181lbs,Right,40,45,35,55,18,40,38,21,13,75,72,74,3,1,,,
,S. Serdar CM CDM,Hellas Verona FC 2024 ~ 2028,230065,"184cm 6'0""",82kg 181lbs,Right,66,68,75,68,74,76,80,75,74,15,8,13,4,4,,,
,A. Al Musrati CDM CM,"Hellas Verona FC Jun 30, 2026 On loan",252308,"189cm 6'2""",80kg 176lbs,Right,49,55,80,86,74,74,78,75,72,15,6,8,2,2,,,
,Sergi Roberto CDM CM RB,Como 2024 ~ 2029,199564,"178cm 5'10""",68kg 150lbs,Right,67,71,74,60,74,80,76,75,74,14,16,15,3,3,,,
,M. Vojvoda RB RM,Como 2025 ~ 2028,228349,"187cm 6'2""",78kg 172lbs,Right,67,68,71,66,76,70,68,74,74,8,12,10,5,3,,,
,L. Da Cunha CDM CM CAM,Como 2023 ~ 2029,254579,"174cm 5'9""",66kg 146lbs,Left,80,75,75,57,75,74,72,76,71,8,9,15,3,3,,,
,T. Douvikas ST,Como 2025 ~ 2029,261478,"186cm 6'1""",76kg 168lbs,Right,82,78,76,76,38,60,71,28,27,9,11,13,4,3,,,
,M. Perrone CDM CM CB,Como 2025 ~ 2029,267991,"177cm 5'10""",68kg 150lbs,Left,72,72,77,59,75,77,70,71,69,11,10,9,3,2,,,
,A. Diao RM LM LW RW,Como 2025 ~ 2029,275324,"185cm 6'1""",80kg 176lbs,Right,90,90,74,57,40,70,66,33,34,7,7,8,4,4,,,
