Unnamed: 0,Name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Value,Wage,Acceleration,Sprint speed,Stamina,Strength,Interceptions,Vision,Composure,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Positioning,Weak foot,Skill moves,Attacking work rate,Defensive work rate,Unnamed: 28
,A. Truffert LB LM,23,79,83,AFC Bournemouth 2025 ~ 2030,256769,"176cm 5'9""",72kg 159lbs,Left,€23.5M,€62K,75,76,84,65,78,70,74,80,78,6,6,6,3,3,,,
,Đ. Petrović GK,25,79,83,AFC Bournemouth 2025 ~ 2030,269626,"194cm 6'4""",89kg 196lbs,Right,€19M,€43K,40,43,37,73,15,50,62,15,17,80,78,77,2,1,,,
,Alexsandro CB,25,79,83,Lille OSC 2022 ~ 2028,269493,"191cm 6'3""",92kg 203lbs,Left,€22M,€31K,56,74,64,84,79,62,75,82,76,14,15,11,5,2,,,
,T. Morton CDM CM,22,79,84,Olympique Lyonnais 2025 ~ 2030,265459,"185cm 6'1""",73kg 161lbs,Right,€24.5M,€21K,67,67,82,68,76,83,77,75,73,12,13,13,3,3,,,
,A. Golovin CAM LM CM ST,29,79,79,AS Monaco 2018 ~ 2029,225663,"178cm 5'10""",69kg 152lbs,Right,€17M,€39K,73,73,76,56,71,80,80,72,66,12,14,10,4,4,,,
,F. Balogun ST,23,79,83,AS Monaco 2023 ~ 2028,247463,"178cm 5'10""",66kg 146lbs,Right,€25.5M,€35K,82,85,70,74,18,64,77,15,16,10,12,13,4,3,,,
,L. Camara CM CDM CAM,21,79,85,AS Monaco 2024 ~ 2029,275138,"173cm 5'8""",65kg 143lbs,Right,€28M,€27K,82,76,82,66,74,78,77,76,74,13,12,12,3,3,,,
,E. Lepaul ST,25,79,82,Stade Rennais FC 2025 ~ 2029,70415,"177cm 5'10""",71kg 157lbs,Right,€23.5M,€33K,77,75,82,71,37,69,80,34,24,12,7,12,3,3,,,
,F. Medina CB LB,26,79,83,"Olympique de Marseille Jun 30, 2026 On loan",236804,"184cm 6'0""",77kg 170lbs,Left,€21.5M,€31K,67,79,78,81,79,70,79,81,80,13,5,13,2,3,,,
,A. Gouiri ST CAM,25,79,82,Olympique de Marseille 2025 ~ 2029,240753,"181cm 5'11""",80kg 176lbs,Right,€23.5M,€46K,79,75,76,71,44,76,79,41,32,6,12,9,3,4,,,
,K. Trapp GK,34,79,79,Paris FC 2025 ~ 2028,188943,"189cm 6'2""",84kg 185lbs,Right,€3M,€35K,43,50,34,75,22,48,65,14,10,80,78,76,4,1,,,
,R. Guerreiro LB CM RB LM,31,79,79,FC Bayern München 2023 ~ 2029,209889,"170cm 5'7""",71kg 157lbs,Left,€12.5M,€61K,76,63,70,49,80,83,81,75,75,12,6,11,2,4,,,
,J. Stanišić RB CB LB RM,25,79,82,FC Bayern München 2021 ~ 2029,250955,"187cm 6'2""",77kg 170lbs,Right,€21.5M,€56K,68,77,71,76,78,59,71,80,81,11,6,9,4,2,,,
,N. Jackson ST,24,79,82,"FC Bayern München Jun 30, 2026 On loan",259197,"187cm 6'2""",82kg 181lbs,Right,€24.5M,€105K,81,83,81,77,40,73,77,40,30,12,7,7,3,3,,,
,R. Bensebaini CB LB LM,30,79,79,Borussia Dortmund 2023 ~ 2027,224196,"187cm 6'2""",82kg 181lbs,Left,€14.5M,€49K,72,73,77,77,74,63,74,82,88,6,13,7,4,3,,,
,Fábio Silva ST CAM LW,22,79,85,Borussia Dortmund 2025 ~ 2030,252037,"185cm 6'1""",75kg 165lbs,Right,€28.5M,€47K,79,83,83,74,22,74,76,28,26,6,12,13,3,4,,,
,D. Svensson LB CM LM,23,79,83,Borussia Dortmund 2025 ~ 2029,259716,"178cm 5'10""",72kg 159lbs,Left,€23.5M,€41K,78,76,94,68,72,75,76,75,78,15,12,9,4,3,,,
,V. Grifo LM LW,32,79,79,SC Freiburg 2019 ~ 2029,212096,"180cm 5'11""",77kg 170lbs,Right,€14M,€35K,72,67,80,65,45,77,76,41,30,10,12,8,2,4,,,
,R. Andrich CB CM CDM,30,79,79,Bayer 04 Leverkusen 2021 ~ 2028,212242,"186cm 6'1""",85kg 187lbs,Right,€14.5M,€73K,59,56,67,84,80,73,73,79,79,7,9,13,4,2,,,
,M. Terrier CAM ST LM,28,79,79,Bayer 04 Leverkusen 2024 ~ 2029,236786,"184cm 6'0""",71kg 157lbs,Right,€17.5M,€78K,78,75,73,74,27,77,79,31,34,12,5,5,3,3,,,
,M. Tillman CAM CM LW,23,79,84,Bayer 04 Leverkusen 2025 ~ 2030,256853,"187cm 6'2""",86kg 190lbs,Right,€26.5M,€65K,78,75,76,79,66,78,77,67,59,9,11,12,3,4,,,
,I. Maza CAM CM,19,79,87,Bayer 04 Leverkusen 2025 ~ 2030,275029,"180cm 5'11""",70kg 154lbs,Right,€38M,€52K,74,76,75,62,62,81,76,68,57,11,11,12,4,4,,,
,J. Stage CM CDM,28,79,79,SV Werder Bremen 2022 ~ 2028,232711,"185cm 6'1""",83kg 183lbs,Right,€17.5M,€35K,67,62,87,78,79,76,77,78,70,11,12,10,3,3,,,
,V. Boniface ST,24,79,83,"SV Werder Bremen Jun 30, 2026 On loan",247679,"190cm 6'3""",91kg 201lbs,Right,€25.5M,€70K,65,69,55,90,33,74,76,31,26,14,5,7,3,4,,,
,M. Arnold CDM CM,31,79,79,VfL Wolfsburg 2011 ~ 2028,206511,"184cm 6'0""",74kg 163lbs,Left,€12.5M,€51K,63,64,78,74,77,78,79,76,72,11,9,10,2,3,,,
,R. Kristensen RB RM CB RW,27,79,79,Eintracht Frankfurt 2025 ~ 2029,233301,"187cm 6'2""",70kg 154lbs,Right,€17M,€35K,66,72,84,78,78,66,74,80,79,10,9,6,4,2,,,
,F. Rønnow GK,32,79,79,1. FC Union Berlin 2021 ~ 2029,201269,"188cm 6'2""",81kg 179lbs,Right,€8.5M,€26K,48,45,32,67,12,48,31,11,13,79,79,77,2,1,,,
,F. Asllani ST,22,79,83,TSG 1899 Hoffenheim 2021 ~ 2029,265577,"191cm 6'3""",81kg 179lbs,Right,€26M,€39K,67,67,79,77,27,76,75,24,20,9,7,13,4,3,,,
,R. Baku RB RM RW,27,79,79,RB Leipzig 2025 ~ 2027,240709,"176cm 5'9""",79kg 174lbs,Right,€17M,€53K,85,78,83,74,77,76,77,79,76,12,8,10,4,3,,,
,B. Djimsiti CB,32,79,79,Atalanta 2016 ~ 2029,208165,"190cm 6'3""",83kg 183lbs,Right,€11.5M,€66K,63,65,77,80,78,56,75,81,78,10,6,10,3,2,,,
,D. Zappacosta LM RM LB,33,79,79,Atalanta 2021 ~ 2030,216150,"182cm 6'0""",70kg 154lbs,Right,€11M,€69K,78,74,80,61,77,70,74,78,78,11,9,6,3,3,,,
,M. Pašalić CM CAM CDM,30,79,79,Atalanta 2020 ~ 2028,223273,"188cm 6'2""",77kg 170lbs,Right,€17M,€69K,68,69,83,72,71,78,77,72,61,11,13,13,4,4,,,
,W. McKennie CM CAM RM,26,79,79,Juventus 2021 ~ 2028,238744,"183cm 6'0""",84kg 185lbs,Right,€19M,€105K,76,78,84,77,76,76,78,80,75,7,9,9,3,3,,,
,E. Zhegrova RM RW,26,79,79,Juventus 2025 ~ 2030,239763,"180cm 5'11""",74kg 163lbs,Left,€19M,€105K,90,79,65,63,20,77,78,21,18,7,11,12,2,4,,,
,Francisco Conceição CAM RM RW CM,22,79,86,Juventus 2025 ~ 2030,261050,"168cm 5'6""",61kg 134lbs,Left,€35.5M,€95K,89,87,69,40,31,74,72,42,38,9,6,15,2,4,,,
,N. Rovella CDM CM,23,79,84,Lazio 2025 ~ 2028,255001,"179cm 5'10""",70kg 154lbs,Right,€24.5M,€31K,75,77,85,62,79,79,74,77,76,9,12,9,4,3,,,
,P. Estupiñán LB LM,27,79,79,AC Milan 2025 ~ 2030,237942,"175cm 5'9""",73kg 161lbs,Left,€17M,€48K,77,76,81,68,79,72,72,78,76,14,7,7,3,3,,,
,S. Giménez ST,24,79,84,AC Milan 2025 ~ 2029,245152,"185cm 6'1""",79kg 174lbs,Left,€27M,€48K,77,79,64,68,51,75,78,39,22,6,14,6,4,3,,,
,S. Ricci CDM CM,23,79,85,AC Milan 2025 ~ 2029,253473,"181cm 5'11""",72kg 159lbs,Right,€25.5M,€41K,77,78,85,65,73,78,82,76,76,14,12,11,3,3,,,
,V. Milinković-Savić GK,28,79,81,"Napoli Jun 30, 2026 On loan",224836,"202cm 6'8""",99kg 218lbs,Right,€15M,€29K,41,45,33,73,21,58,65,15,19,79,77,81,3,1,,,
,Wesley RM LM RB RW,21,79,85,Roma 2025 ~ 2030,80170,"178cm 5'10""",75kg 165lbs,Right,€28M,€42K,91,88,78,74,75,67,76,75,74,6,6,13,3,3,,,
,Angeliño LB LM,28,79,79,Roma 2024 ~ 2028,220651,"171cm 5'7""",69kg 152lbs,Left,€16M,€56K,77,64,87,56,75,78,80,75,74,13,6,13,3,4,,,
,Mario Hermoso CB,30,79,79,Roma 2024 ~ 2028,229668,"184cm 6'0""",76kg 168lbs,Left,€14.5M,€56K,71,73,72,80,78,66,77,80,79,13,8,5,3,2,,,
,M. Soulé CAM ST,22,79,85,Roma 2024 ~ 2029,265695,"176cm 5'9""",69kg 152lbs,Left,€28M,€50K,85,80,86,55,31,76,70,40,38,15,8,15,4,4,,,
,Morata ST CAM CM,32,79,79,"Como Jun 30, 2026 On loan",201153,"190cm 6'3""",84kg 185lbs,Right,€14M,€56K,79,78,79,78,26,75,75,14,20,4,5,4,4,3,,,
,Diego Carlos CB,32,79,79,"Como Jun 30, 2026 On loan",219693,"185cm 6'1""",79kg 174lbs,Right,€11.5M,€55K,54,70,50,87,79,63,75,80,78,7,10,7,4,3,,,
,M. Baturina CAM LM CM,22,79,84,Como 2025 ~ 2030,262842,"172cm 5'8""",68kg 150lbs,Right,€27M,€78K,79,77,76,69,58,80,79,64,60,7,5,10,4,3,,,
,R. Gosens LB LM LW,30,79,79,Fiorentina 2025 ~ 2028,223697,"183cm 6'0""",76kg 168lbs,Left,€15M,€53K,76,69,86,71,76,67,77,77,79,7,16,16,3,3,,,
,E. Audero GK,28,79,79,"Cremonese Jun 30, 2026 On loan",228413,"192cm 6'4""",83kg 183lbs,Right,€12.5M,€57K,55,49,25,55,11,40,56,12,12,80,75,77,3,1,,,
,N. Gonzalez LM RM CAM LW,27,79,79,"Atlético Madrid Jun 30, 2026 On loan",240690,"180cm 5'11""",72kg 159lbs,Left,€18.5M,€105K,85,86,76,58,50,74,76,57,53,10,6,5,2,4,,,
,Yuri Berchiche LB LM,35,79,79,Athletic Club 2018 ~ 2028,183512,"181cm 5'11""",79kg 174lbs,Left,€5.5M,€34K,80,78,79,81,78,73,78,78,77,12,13,8,3,3,,,
,Bartra CB,34,79,79,Real Betis Balompié 2023 ~ 2027,198141,"184cm 6'0""",73kg 161lbs,Right,€5.5M,€33K,68,68,67,80,83,70,75,79,80,10,15,12,3,3,,,
,S. Amrabat CDM CM,28,79,79,"Real Betis Balompié Jun 30, 2026 On loan",224158,"183cm 6'0""",77kg 170lbs,Right,€15.5M,€55K,72,75,80,86,77,75,76,80,76,13,13,16,2,3,,,
,Cucho Hernández ST CAM,26,79,80,Real Betis Balompié 2025 ~ 2030,237034,"175cm 5'9""",73kg 161lbs,Right,€21M,€36K,84,79,80,76,35,75,77,43,40,9,11,9,4,4,,,
,Marcos Alonso CB LB,34,79,79,RC Celta 2024 ~ 2028,192638,"188cm 6'2""",84kg 185lbs,Left,€5.5M,€33K,58,56,74,76,81,76,79,80,79,9,7,9,3,3,,,
,M. Dmitrović GK,33,79,79,RCD Espanyol 2025 ~ 2028,227290,"194cm 6'4""",91kg 201lbs,Left,€5.5M,€18K,39,35,45,79,17,43,59,22,20,78,79,78,2,1,,,
,Carlos Romero LB CM,23,79,83,"RCD Espanyol Jun 30, 2026 On loan",270728,"180cm 5'11""",73kg 161lbs,Left,€23.5M,€35K,82,80,83,68,76,76,78,82,76,9,10,11,2,3,,,
,Sergi Darder CM CAM LM CDM,31,79,79,RCD Mallorca 2023 ~ 2028,202648,"180cm 5'11""",71kg 157lbs,Right,€14.5M,€38K,74,73,80,75,75,82,80,75,74,8,9,8,2,3,,,
,Raíllo CB,33,79,79,RCD Mallorca 2016 ~ 2027,228805,"187cm 6'2""",80kg 176lbs,Right,€8.5M,€37K,41,41,87,80,79,59,66,80,77,10,15,15,3,2,,,
,Y. Herrera CM CDM,27,79,79,Real Sociedad 2025 ~ 2030,234060,"184cm 6'0""",78kg 172lbs,Right,€18.5M,€43K,68,72,76,81,78,78,74,80,79,6,7,14,3,3,,,
,Sergio Herrera GK,32,79,79,CA Osasuna 2017 ~ 2028,224003,"192cm 6'4""",82kg 181lbs,Right,€8.5M,€25K,45,50,42,67,12,40,53,17,18,79,79,77,3,1,,,
,F. Boyomo CB,23,79,85,CA Osasuna 2024 ~ 2029,259066,"180cm 5'11""",76kg 168lbs,Right,€25M,€32K,74,79,80,90,77,51,70,79,80,10,11,14,2,2,,,
,F. Lejeune CB,34,79,79,Rayo Vallecano 2023 ~ 2028,197948,"190cm 6'3""",81kg 179lbs,Right,€5.5M,€30K,50,55,69,85,80,69,76,80,77,11,15,12,3,2,,,
,A. Batalla GK,29,79,80,Rayo Vallecano 2025 ~ 2030,227186,"186cm 6'1""",81kg 179lbs,Right,€13.5M,€19K,43,42,31,72,23,60,34,18,17,78,78,77,3,1,,,
,O. Vlachodimos GK,31,79,79,"Sevilla FC Jun 30, 2026 On loan",211990,"188cm 6'2""",78kg 172lbs,Right,€9.5M,€71K,43,46,37,67,23,46,56,14,12,78,78,78,3,1,,,
,T. Partey CDM CM,32,79,79,Villarreal CF 2025 ~ 2029,209989,"185cm 6'1""",77kg 170lbs,Right,€11.5M,€43K,53,63,74,84,80,77,81,80,77,11,13,9,3,3,,,
,Santi Comesaña CM CDM,28,79,79,Villarreal CF 2023 ~ 2028,235781,"188cm 6'2""",75kg 165lbs,Right,€17.5M,€45K,58,59,81,75,77,79,78,81,79,8,11,6,4,3,,,
,J. Foyth CB RB,27,79,79,Villarreal CF 2021 ~ 2029,237221,"187cm 6'2""",83kg 183lbs,Right,€16M,€41K,67,68,69,79,79,68,68,81,80,8,15,14,3,3,,,
,G. Mikautadze ST CAM,24,79,83,Villarreal CF 2025 ~ 2031,254551,"176cm 5'9""",71kg 157lbs,Right,€25.5M,€41K,84,83,76,73,31,77,80,40,40,12,9,5,4,4,,,
,Sergi Cardona LB LM,25,79,82,Villarreal CF 2024 ~ 2027,262402,"185cm 6'1""",77kg 170lbs,Left,€21.5M,€39K,85,82,83,71,76,75,73,79,72,6,11,15,3,3,,,
,M. Ryan GK,33,79,79,Levante UD 2025 ~ 2029,199005,"183cm 6'0""",80kg 176lbs,Right,€5.5M,€23K,52,52,35,64,20,66,64,21,22,78,78,78,4,1,,,
,A. Ounahi CM CAM CDM,25,79,82,Girona FC 2025 ~ 2030,255125,"182cm 6'0""",62kg 137lbs,Right,€23M,€35K,79,77,81,71,73,81,77,72,64,14,13,8,3,4,,,
,M. Lewis-Skelly LB CM,18,78,87,Arsenal 2023 ~ 2030,278773,"178cm 5'10""",72kg 159lbs,Left,€28M,€64K,75,73,75,79,76,76,79,78,75,11,10,12,3,3,,,
,M. Bizot GK,34,78,78,Aston Villa 2025 ~ 2027,200110,"193cm 6'4""",88kg 194lbs,Right,€2.4M,€61K,45,47,31,63,17,56,47,12,14,78,75,79,2,1,,,
,T. Mings CB,32,78,78,Aston Villa 2019 ~ 2027,212419,"196cm 6'5""",77kg 170lbs,Left,€9M,€95K,49,66,51,85,76,57,71,78,80,7,10,7,2,2,,,
,E. Buendía LM CAM LW,28,78,78,Aston Villa 2021 ~ 2027,226162,"172cm 5'8""",72kg 159lbs,Right,€14M,€95K,74,62,60,63,60,80,80,68,61,11,10,7,4,4,,,
,L. Bailey RM RW,27,78,78,Aston Villa 2021 ~ 2027,229906,"178cm 5'10""",77kg 170lbs,Left,€15M,€95K,88,84,64,61,28,75,73,34,29,12,13,15,2,4,,,
,H. Elliott CAM CM RW,22,78,83,"Aston Villa Jun 30, 2026 On loan",246174,"168cm 5'6""",64kg 141lbs,Left,€21.5M,€76K,76,69,68,34,54,80,78,58,48,10,10,14,3,3,,,
,T. Adarabioyo CB,27,78,79,Chelsea 2024 ~ 2028,222104,"197cm 6'6""",80kg 176lbs,Right,€14M,€95K,63,73,68,84,77,60,77,80,77,14,11,8,3,2,,,
,R. Lavia CDM CM,21,78,85,Chelsea 2023 ~ 2030,263620,"181cm 5'11""",76kg 168lbs,Right,€27M,€69K,71,68,61,77,78,80,81,78,77,7,7,11,3,3,,,
,J. Gittens LM LW,20,78,84,Chelsea 2025 ~ 2032,266032,"179cm 5'10""",77kg 170lbs,Right,€22M,€73K,94,90,79,54,29,64,73,22,30,6,5,7,4,4,,,
,A. Garnacho LM LW,21,78,84,Chelsea 2025 ~ 2032,268438,"180cm 5'11""",72kg 159lbs,Right,€22.5M,€73K,88,84,74,42,40,73,71,37,29,6,15,13,4,3,,,
,J. Hato LB CB CDM,19,78,87,Chelsea 2025 ~ 2032,272978,"182cm 6'0""",76kg 168lbs,Left,€29M,€65K,87,84,69,73,77,67,78,77,73,8,5,13,3,2,,,
,Lucas Perri GK,27,78,80,Leeds United 2025 ~ 2029,230670,"197cm 6'6""",98kg 216lbs,Right,€13M,€36K,32,36,38,81,25,63,44,18,14,78,77,77,2,1,,,
,E. Ampadu CDM CB CM,24,78,81,Leeds United 2023 ~ 2027,235735,"182cm 6'0""",78kg 172lbs,Right,€17.5M,€48K,69,66,82,78,78,74,76,78,77,13,12,8,4,2,,,
,M. Mount CAM LM CM,26,78,79,Manchester United 2023 ~ 2028,233064,"181cm 5'11""",74kg 163lbs,Right,€16.5M,€77K,68,66,60,56,63,80,79,69,56,11,12,8,4,3,,,
,Diogo Dalot RB LB CM,26,78,79,Manchester United 2018 ~ 2028,234574,"183cm 6'0""",76kg 168lbs,Right,€15M,€72K,81,83,80,74,76,72,73,75,76,10,6,6,4,4,,,
,M. Ugarte CDM CM,24,78,82,Manchester United 2024 ~ 2029,253306,"182cm 6'0""",77kg 170lbs,Right,€18.5M,€62K,62,62,68,74,81,72,74,79,80,6,10,8,3,3,,,
,L. Yoro CB,19,78,86,Manchester United 2024 ~ 2029,269087,"190cm 6'3""",75kg 165lbs,Right,€28.5M,€49K,68,72,69,75,79,60,72,82,83,13,7,14,3,2,,,
,I. Sangaré CDM CM,27,78,79,Nottingham Forest 2023 ~ 2028,235173,"191cm 6'3""",77kg 170lbs,Right,€14.5M,€77K,62,54,69,87,78,75,77,79,79,7,13,6,4,3,,,
,N. Domínguez CDM CM,27,78,79,Nottingham Forest 2023 ~ 2028,237819,"179cm 5'10""",73kg 161lbs,Right,€14.5M,€77K,72,67,78,67,78,73,70,80,77,6,11,10,4,3,,,
,C. Hudson-Odoi LM LW,24,78,81,Nottingham Forest 2023 ~ 2028,240740,"182cm 6'0""",76kg 168lbs,Right,€19M,€70K,85,79,73,62,47,76,77,53,45,14,13,15,3,4,,,
,Y. Bissouma CDM CM,28,78,78,Tottenham Hotspur 2022 ~ 2028,236480,"182cm 6'0""",78kg 172lbs,Right,€12.5M,€87K,65,67,74,74,78,74,78,77,75,12,8,12,3,3,,,
,L. Bergvall CM CAM CDM,19,78,87,Tottenham Hotspur 2024 ~ 2031,272926,"187cm 6'2""",74kg 163lbs,Right,€30M,€61K,77,73,79,70,77,78,80,76,72,7,13,10,3,3,,,
,J. Todibo CB,25,78,81,West Ham United 2025 ~ 2029,245388,"190cm 6'3""",88kg 194lbs,Right,€16.5M,€58K,70,79,62,81,80,58,78,80,77,7,13,8,2,3,,,
,C. Summerville LM LW,23,78,83,West Ham United 2024 ~ 2029,251954,"169cm 5'7""",64kg 141lbs,Right,€21M,€56K,91,88,74,46,18,74,77,38,26,9,9,11,3,3,,,
,E. Diouf LB LM,20,78,84,West Ham United 2025 ~ 2030,274915,"183cm 6'0""",75kg 165lbs,Left,€20.5M,€45K,80,83,78,79,78,70,71,73,76,9,9,13,2,3,,,
,L. Geertruida CB RB CDM RM,24,78,82,"Sunderland Jun 30, 2026 On loan",241187,"185cm 6'1""",84kg 185lbs,Right,€18M,€41K,76,69,76,80,77,69,75,81,78,12,11,12,3,2,,,
,D. Ballard CB,25,78,80,Sunderland 2022 ~ 2029,243908,"187cm 6'2""",85kg 187lbs,Right,€15.5M,€53K,55,64,68,88,76,58,66,78,77,13,7,8,3,2,,,
,E. Le Fée CM LM CAM,25,78,80,Sunderland 2025 ~ 2029,246350,"173cm 5'8""",66kg 146lbs,Right,€17.5M,€56K,62,63,78,55,72,80,78,74,72,8,11,13,3,4,,,
,T. Hume RB LB RM CM,23,78,81,Sunderland 2022 ~ 2030,266400,"180cm 5'11""",75kg 165lbs,Right,€18M,€48K,77,83,83,76,77,63,69,77,80,9,11,13,3,2,,,
,N. Sadiki CM CDM CAM,20,78,85,Sunderland 2025 ~ 2030,269230,"173cm 5'8""",77kg 170lbs,Right,€27.5M,€43K,81,78,90,72,80,75,78,80,78,13,9,13,3,3,,,
,André CDM CM,23,78,83,Wolverhampton Wanderers 2024 ~ 2030,74866,"177cm 5'10""",77kg 170lbs,Right,€19.5M,€53K,60,55,75,67,79,74,78,78,79,5,5,14,3,2,,,
,L. Krejčí CB CM CDM,26,78,81,"Wolverhampton Wanderers Jun 30, 2026 On loan",252064,"191cm 6'3""",87kg 192lbs,Left,€16.5M,€32K,68,75,79,85,77,70,75,76,74,9,5,14,3,3,,,
,João Gomes CDM CM,24,78,83,Wolverhampton Wanderers 2023 ~ 2030,273463,"176cm 5'9""",74kg 163lbs,Right,€19.5M,€53K,56,52,78,68,79,73,72,81,77,7,14,14,3,3,,,
,R. Jiménez ST,34,78,78,Fulham FC 2023 ~ 2029,204838,"190cm 6'3""",81kg 179lbs,Right,€7M,€85K,61,54,65,85,52,73,75,38,30,7,11,14,3,3,,,
,K. Tete RB,29,78,78,Fulham FC 2020 ~ 2028,216266,"180cm 5'11""",71kg 157lbs,Right,€12.5M,€76K,77,72,74,76,78,58,66,79,77,9,15,6,2,2,,,
,S. Lukić CDM CM,28,78,78,Fulham FC 2023 ~ 2027,236699,"182cm 6'0""",77kg 170lbs,Right,€12.5M,€76K,67,72,84,75,81,72,72,78,74,9,11,9,3,2,,,
,C. Bassey CB,25,78,81,Fulham FC 2023 ~ 2027,241436,"185cm 6'1""",88kg 194lbs,Left,€16.5M,€69K,75,86,86,88,76,55,70,78,76,9,7,8,3,2,,,
,M. Dúbravka GK,36,78,78,Burnley 2025 ~ 2030,220407,"190cm 6'3""",80kg 176lbs,Right,€1.6M,€23K,36,42,38,60,25,58,59,15,14,77,77,77,2,1,,,
,W. Benítez GK,32,78,78,Crystal Palace 2025 ~ 2028,215223,"191cm 6'3""",91kg 201lbs,Right,€7M,€49K,38,35,40,80,21,46,62,20,17,78,77,78,2,1,,,
,D. Kamada CM CAM CDM,28,78,78,Crystal Palace 2024 ~ 2028,232730,"184cm 6'0""",72kg 159lbs,Right,€14M,€79K,74,68,75,55,69,81,78,71,62,6,10,6,3,3,,,
,E. Guessand RW RM ST,24,78,83,"Crystal Palace Jun 30, 2026 On loan",258444,"188cm 6'2""",79kg 174lbs,Right,€21M,€87K,79,86,76,84,25,69,78,41,18,7,10,6,3,3,,,
,P. Groß CDM CM,34,78,78,Brighton & Hove Albion 2026 ~ 2027,190765,"181cm 5'11""",78kg 172lbs,Right,€4.8M,€81K,44,34,79,66,71,83,84,71,69,8,15,16,4,3,,,
,J. Veltman RB RM,33,78,78,Brighton & Hove Albion 2020 ~ 2029,208004,"184cm 6'0""",75kg 165lbs,Right,€7.5M,€81K,64,62,73,77,80,55,79,83,77,7,10,9,4,2,,,
,O. Boscagli CB,27,78,80,Brighton & Hove Albion 2025 ~ 2030,225863,"181cm 5'11""",68kg 150lbs,Left,€15M,€77K,68,62,68,77,81,77,79,79,78,8,7,8,3,3,,,
,M. Wieffer CDM RB CM,25,78,81,Brighton & Hove Albion 2024 ~ 2029,248793,"188cm 6'2""",78kg 172lbs,Right,€17M,€74K,67,67,77,76,79,74,78,78,72,7,12,12,3,3,,,
,D. Ouattara RM LM ST RW,23,78,82,Brentford 2025 ~ 2030,265552,"177cm 5'10""",71kg 157lbs,Left,€20M,€59K,87,83,70,65,52,75,78,52,45,9,6,14,3,4,,,
,Rayan RM ST RW,18,78,88,AFC Bournemouth 2026 ~ 2031,83494,"185cm 6'1""",80kg 176lbs,Left,€29.5M,€45K,84,82,73,79,28,76,79,35,22,6,14,14,2,3,,,
,R. Christie CDM CM,30,78,78,AFC Bournemouth 2021 ~ 2027,213884,"178cm 5'10""",70kg 154lbs,Left,€12M,€68K,73,66,85,69,79,76,79,75,74,13,9,7,4,3,,,
,L. Cook CDM RB CM,28,78,78,AFC Bournemouth 2016 ~ 2028,224294,"175cm 5'9""",71kg 157lbs,Right,€12.5M,€68K,68,69,81,64,80,76,75,78,79,6,15,15,4,3,,,
,M. Tavernier LM RM CAM LW,26,78,78,AFC Bournemouth 2022 ~ 2029,237477,"178cm 5'10""",75kg 165lbs,Left,€15.5M,€68K,83,82,79,62,59,78,76,66,57,9,14,12,3,3,,,
,E. Kroupi ST CAM,19,78,86,AFC Bournemouth 2025 ~ 2030,277909,"179cm 5'10""",70kg 154lbs,Right,€30.5M,€53K,81,80,66,59,38,68,79,54,46,14,6,13,3,3,,,
,M. Sarr CB,26,78,81,RC Lens 2024 ~ 2028,235454,"183cm 6'0""",85kg 187lbs,Left,€16.5M,€28K,56,67,55,80,79,63,68,81,76,6,9,12,3,2,,,
,R. Risser GK,20,78,85,RC Lens 2025 ~ 2030,271918,"193cm 6'4""",82kg 181lbs,Right,€23.5M,€10K,36,44,36,71,15,36,38,13,10,79,74,75,3,1,,,
,O. Giroud ST,38,78,78,Lille OSC 2025 ~ 2028,178509,"193cm 6'4""",91kg 201lbs,Left,€4.8M,€27K,45,51,60,88,42,78,83,37,20,12,15,6,3,3,,,
,B. Özer GK,25,78,82,Lille OSC 2025 ~ 2029,239254,"190cm 6'3""",73kg 161lbs,Right,€15.5M,€18K,40,49,38,61,18,48,60,19,24,78,73,78,3,1,,,
,H. Haraldsson CAM LM CM,22,78,83,Lille OSC 2023 ~ 2028,262088,"178cm 5'10""",71kg 157lbs,Right,€21.5M,€28K,77,77,85,57,61,79,78,56,58,7,14,14,4,3,,,
,A. Bouaddi CDM CM,17,78,86,Lille OSC 2023 ~ 2029,278901,"186cm 6'1""",72kg 159lbs,Right,€27M,€15K,76,74,80,75,79,78,76,77,69,9,7,12,3,3,,,
,N. Tagliafico LB CM,32,78,78,Olympique Lyonnais 2022 ~ 2027,211256,"172cm 5'8""",65kg 143lbs,Left,€9.5M,€23K,74,67,78,72,78,68,77,79,76,13,9,15,2,3,,,
,P. Šulc CAM ST RM CM,24,78,81,Olympique Lyonnais 2025 ~ 2029,247050,"175cm 5'9""",67kg 148lbs,Right,€19M,€21K,74,74,86,68,43,78,78,51,45,12,11,12,3,4,,,
,M. Fofana LM LW,20,78,86,Olympique Lyonnais 2024 ~ 2028,256420,"170cm 5'7""",60kg 132lbs,Right,€31M,€17K,87,86,69,36,35,71,77,43,41,11,6,11,5,4,,,
,Endrick ST RW RM,18,78,89,"Olympique Lyonnais Jun 30, 2026 On loan",272505,"173cm 5'8""",67kg 148lbs,Left,€30M,€100K,88,86,68,74,20,72,79,30,31,8,8,15,3,4,,,
,E. Dier CB,31,78,78,AS Monaco 2025 ~ 2028,202335,"191cm 6'3""",91kg 201lbs,Right,€9.5M,€33K,35,66,58,90,75,56,73,77,75,11,14,13,2,2,,,
