Unnamed: 0,Name,Age,Overall rating,Potential,Team & Contract,Value,Wage,Total stats,Unnamed: 9
,Y. Mvogo GK,31,76,76,FC Lorient 2022 ~ 2027,€4M,€13K,1273,
,L. Abergel CDM CM,32,76,76,FC Lorient 2019 ~ 2029,€5M,€20K,1887,
,H. Abdelli CAM CM CDM,25,76,78,Olympique de Marseille 2026 ~ 2030,€9.5M,€34K,2035,
,E. Nwaneri RW CAM RM,18,76,87,"Olympique de Marseille Jun 30, 2026 On loan",€16M,€67K,1904,
,K. Lala RB RM,33,76,76,Stade Brestois 29 2023 ~ 2027,€3.9M,€23K,2028,
,R. Del Castillo RM RW,29,76,76,Stade Brestois 29 2021 ~ 2027,€7.5M,€24K,1998,
,H. Magnetti CDM CM,27,76,78,Stade Brestois 29 2018 ~ 2027,€8M,€22K,1875,
,R. Nicolaisen CB,28,76,77,Toulouse FC 2021 ~ 2027,€7M,€23K,1686,
,A. Dønnum RM LM RW,27,76,76,Toulouse FC 2023 ~ 2027,€8M,€23K,1989,
,Y. Gboho LW RW CAM LM,24,76,79,Toulouse FC 2024 ~ 2027,€10M,€22K,1870,
,M. Simon LW LM,29,76,76,Paris FC 2025 ~ 2028,€7.5M,€47K,1913,
,M. Lopez CM CDM,27,76,76,Paris FC 2024 ~ 2027,€8M,€42K,2023,
,N. Elvedi CB,28,76,76,Borussia Mönchengladbach 2015 ~ 2027,€6.5M,€27K,1775,
,K. Diks CB LB RB CM,28,76,77,Borussia Mönchengladbach 2025 ~ 2030,€7M,€27K,2043,
,C. Günter LB LM,32,76,76,SC Freiburg 2012 ~ 2029,€5M,€27K,2002,
,M. Eggestein CDM CM,28,76,76,SC Freiburg 2021 ~ 2030,€6.5M,€27K,1969,
,J. Beste RM LM RB,26,76,76,SC Freiburg 2025 ~ 2029,€8M,€27K,1989,
,A. Sambi Lokonga CM CDM,25,76,78,Hamburger SV 2025 ~ 2028,€9.5M,€23K,1969,
,S. El Mala LM CAM ST LW,18,76,87,1. FC Köln 2024 ~ 2030,€16M,€16K,1895,
,E. Martel CDM CB CM,23,76,81,1. FC Köln 2022 ~ 2029,€10.5M,€20K,1861,
,C. Kofane ST,18,76,86,Bayer 04 Leverkusen 2025 ~ 2029,€16M,€43K,1844,
,E. Fernández CDM CM,22,76,84,Bayer 04 Leverkusen 2025 ~ 2030,€16M,€48K,1891,
,E. Poku RM RW LM,21,76,85,Bayer 04 Leverkusen 2025 ~ 2030,€17M,€43K,1882,
,J. Quansah CB,22,76,84,Bayer 04 Leverkusen 2025 ~ 2030,€15.5M,€48K,1780,
,A. Karazor CDM CM,28,76,76,VfB Stuttgart 2019 ~ 2028,€6.5M,€34K,1665,
,Tiago Tomás LM ST RM LW,23,76,82,VfB Stuttgart 2025 ~ 2029,€12M,€30K,1925,
,A. Pieper CB,27,76,78,SV Werder Bremen 2022 ~ 2029,€8M,€26K,1655,
,Puertas CAM CM RM,26,76,77,"SV Werder Bremen Jun 30, 2026 On loan",€9M,€33K,2115,
,S. Lynen CDM CM CB,26,76,79,SV Werder Bremen 2023 ~ 2029,€9M,€26K,1958,
,D. Kohr CB CDM,31,76,76,1. FSV Mainz 05 2022 ~ 2028,€5M,€27K,1926,
,Lee Jae Sung CAM CM,32,76,76,1. FSV Mainz 05 2021 ~ 2030,€6M,€28K,2050,
,P. Nebel CAM CM RM,22,76,83,1. FSV Mainz 05 2020 ~ 2027,€15M,€24K,1907,
,C. Eriksen CAM CDM CM,33,76,76,VfL Wolfsburg 2025 ~ 2027,€4.7M,€43K,1896,
,M. Svanberg CM CDM,26,76,77,VfL Wolfsburg 2022 ~ 2027,€9M,€40K,1991,
,D. Vavro CB,29,76,76,VfL Wolfsburg 2025 ~ 2027,€6.5M,€40K,1920,
,J. Wind ST CAM,26,76,77,VfL Wolfsburg 2022 ~ 2028,€9M,€44K,1921,
,K. Koulierakis CB,21,76,85,VfL Wolfsburg 2024 ~ 2029,€15.5M,€28K,1805,
,F. Chaïbi CAM CM LM,22,76,81,Eintracht Frankfurt 2023 ~ 2028,€11.5M,€26K,2068,
,R. Khedira CDM CM,31,76,76,1. FC Union Berlin 2021 ~ 2029,€5M,€32K,1784,
,Diogo Leite CB,26,76,79,1. FC Union Berlin 2023 ~ 2028,€8.5M,€31K,1677,
,O. Kabak CB,25,76,78,TSG 1899 Hoffenheim 2022 ~ 2030,€8.5M,€29K,1709,
,T. Lemperle ST RW CAM,23,76,80,TSG 1899 Hoffenheim 2025 ~ 2029,€11M,€31K,1853,
,R. Hranáč CB,25,76,77,TSG 1899 Hoffenheim 2024 ~ 2028,€8M,€29K,1666,
,D. Giannoulis LB LM,29,76,76,FC Augsburg 2024 ~ 2028,€6.5M,€32K,1939,
,A. Claude-Maurice CAM CM ST,27,76,77,FC Augsburg 2024 ~ 2027,€8.5M,€33K,2087,
,F. Dahmen GK,27,76,77,FC Augsburg 2023 ~ 2028,€6.5M,€20K,1230,
,P. Mainka CB,30,76,76,1. FC Heidenheim 1846 2018 ~ 2029,€6M,€29K,1662,
,L. Klostermann CB RB,29,76,77,RB Leipzig 2014 ~ 2028,€7M,€44K,1845,
,M. Sportiello GK,33,76,76,Atalanta 2025 ~ 2028,€2.4M,€34K,1351,
,N. Krstović ST,25,76,79,Atalanta 2025 ~ 2030,€10M,€54K,1792,
,Y. Bisseck CB,24,76,80,Inter 2023 ~ 2029,€9.5M,€23K,1924,
,F. Esposito ST,20,76,84,Inter 2024 ~ 2027,€16.5M,€23K,1889,
,J. Boga LW ST LM,28,76,76,"Juventus Jun 30, 2026 On loan",€7.5M,€28K,1946,
,Pedro RM LM RW,37,76,76,Lazio 2021 ~ 2028,€2.4M,€23K,1856,
,S. Gigot CB,31,76,76,Lazio 2025 ~ 2027,€5M,€30K,1746,
,M. Lazzari RB RM,31,76,76,Lazio 2019 ~ 2027,€5.5M,€30K,2009,
,G. Isaksen RM RW,24,76,79,Lazio 2023 ~ 2028,€10M,€26K,1824,
,Nuno Tavares LB LM,25,76,79,Lazio 2025 ~ 2029,€9M,€27K,2061,
,Gabriel Strefezza RM LM ST RW,28,76,76,"Parma Jun 30, 2026 On loan",€7.5M,€30K,1788,
,Adrián Bernabé CM CDM CAM,24,76,81,Parma 2021 ~ 2027,€11.5M,€18K,2055,
,N. El Aynaoui CM CDM,23,76,81,Roma 2025 ~ 2030,€11.5M,€39K,1991,
,V. Lazaro RM LM LB RB,29,76,76,Torino 2023 ~ 2027,€7.5M,€37K,2053,
,G. Simeone ST,29,76,76,"Torino Jun 30, 2026 On loan",€7.5M,€80K,1920,
,G. Maripán CB,31,76,76,Torino 2024 ~ 2030,€5M,€35K,1594,
,Saúl Coco CB,26,76,79,Torino 2024 ~ 2029,€8.5M,€34K,1870,
,J. Lucumí CB,27,76,78,Bologna 2022 ~ 2028,€8M,€40K,1738,
,Juan Miranda LB LM,25,76,79,Bologna 2024 ~ 2027,€9M,€38K,1998,
,N. Cambiaghi LM LW,24,76,78,Bologna 2024 ~ 2029,€9.5M,€37K,1904,
,L. Montipò GK,29,76,77,Hellas Verona FC 2022 ~ 2028,€6M,€9K,1203,
,S. Serdar CM CDM,28,76,76,Hellas Verona FC 2024 ~ 2028,€7.5M,€14K,2060,
,A. Al Musrati CDM CM,29,76,76,"Hellas Verona FC Jun 30, 2026 On loan",€6.5M,€35K,1900,
,Sergi Roberto CDM CM RB,33,76,76,Como 2024 ~ 2029,€3.7M,€70K,2028,
,M. Vojvoda RB RM,30,76,76,Como 2025 ~ 2028,€6.5M,€70K,1935,
,L. Da Cunha CDM CM CAM,24,76,80,Como 2023 ~ 2029,€10M,€58K,2115,
,T. Douvikas ST,25,76,79,Como 2025 ~ 2029,€10M,€73K,1888,
,M. Perrone CDM CM CB,22,76,84,Como 2025 ~ 2029,€16M,€58K,1907,
,A. Diao RM LM LW RW,19,76,87,Como 2025 ~ 2029,€16M,€49K,1853,
,Y. Mina CB,30,76,76,Cagliari 2024 ~ 2028,€6M,€13K,1652,
,R. Mandragora CM CDM,28,76,76,Fiorentina 2022 ~ 2030,€7.5M,€44K,2012,
,N. Fagioli CM CDM,24,76,81,Fiorentina 2025 ~ 2028,€11.5M,€37K,2039,
,M. Frendrup CDM CM,24,76,80,Genoa 2022 ~ 2028,€10M,€19K,1941,
,C. Stengs CAM CM,26,76,77,"Pisa Jun 30, 2026 On loan",€9M,€16K,1920,
,K. Thorstvedt CM CAM CDM,26,76,76,Sassuolo 2022 ~ 2027,€8M,€21K,2037,
,Areso RB RM,25,76,78,Athletic Club 2025 ~ 2031,€8.5M,€33K,1922,
,Gorosabel RB RM,28,76,76,Athletic Club 2024 ~ 2028,€7M,€36K,1911,
,Robert Navarro RW RM LW,23,76,82,Athletic Club 2025 ~ 2030,€12M,€34K,1932,
,Héctor Bellerín RB RM,30,76,76,Real Betis Balompié 2023 ~ 2028,€6.5M,€26K,1933,
,Riquelme LM CAM RM LW,25,76,77,Real Betis Balompié 2025 ~ 2030,€9M,€25K,1922,
,V. Gómez CB LB CDM,22,76,84,Real Betis Balompié 2025 ~ 2030,€15.5M,€22K,1831,
,M. Vecino CM CDM,33,76,76,RC Celta 2026 ~ 2027,€4.6M,€27K,2028,
,Álvaro Núñez RB RM CB CM,24,76,80,RC Celta 2026 ~ 2030,€10M,€22K,1931,
,Javi Rodríguez CB RB RM,22,76,82,RC Celta 2023 ~ 2028,€11M,€22K,1875,
,L. Cabrera CB,34,76,76,RCD Espanyol 2020 ~ 2027,€2.4M,€22K,1754,
,Urko González CDM CM,24,76,82,RCD Espanyol 2025 ~ 2030,€11M,€18K,1816,
,Manu Morlanes CDM CM,26,76,78,RCD Mallorca 2023 ~ 2028,€8.5M,€28K,2005,
,M. Kumbulla CB,25,76,79,"RCD Mallorca Jun 30, 2026 On loan",€9M,€41K,1688,
,L. Sučić CM ST CAM,22,76,81,Real Sociedad 2024 ~ 2028,€11.5M,€30K,2114,
,Turrientes CM CDM,23,76,82,Real Sociedad 2022 ~ 2027,€12M,€30K,2030,
,G. Rodríguez CDM CM CB,31,76,76,Valencia CF 2026 ~ 2030,€5M,€34K,1900,
,M. Diakhaby CB,28,76,76,Valencia CF 2018 ~ 2027,€6.5M,€34K,1691,
,Pepelu CM CDM,26,76,77,Valencia CF 2023 ~ 2028,€9M,€34K,2089,
,U. Sadiq ST,28,76,76,Valencia CF 2026 ~ 2028,€7.5M,€38K,1836,
,L. Ramazani LW LM RM,24,76,79,"Valencia CF Jun 30, 2026 On loan",€10M,€48K,1947,
,Agirrezabala GK,24,76,81,"Valencia CF Jun 30, 2026 On loan",€9M,€18K,1140,
,Javi Guerra CM CDM CAM,22,76,84,Valencia CF 2021 ~ 2029,€17M,€30K,2091,
,Antonio Blanco CDM CM,24,76,81,Deportivo Alavés 2023 ~ 2027,€10.5M,€23K,1871,
,Bigas CB,35,76,76,Elche CF 2021 ~ 2027,€2M,€17K,1873,
,M. Dituro GK,38,76,76,Elche CF 2024 ~ 2027,€825K,€9K,1308,
,André da Silva ST CAM,29,76,76,Elche CF 2025 ~ 2030,€7.5M,€26K,1995,
,Iñaki Peña GK,26,76,80,"Elche CF Jun 30, 2026 On loan",€8M,€41K,1139,
,Valera LM LB RM,23,76,80,Elche CF 2025 ~ 2027,€11M,€20K,2007,
,Moi Gómez CM CDM,31,76,76,CA Osasuna 2022 ~ 2027,€6M,€32K,2008,
,Unai López CM CDM,29,76,76,Rayo Vallecano 2021 ~ 2030,€7.5M,€24K,2076,
,C. Ejuke LW LM RM,27,76,76,Sevilla FC 2024 ~ 2027,€8M,€31K,1902,
,L. Agoumé CDM CM CAM,23,76,82,Sevilla FC 2024 ~ 2028,€11M,€24K,1982,
,Kike Salas CB LB CDM,23,76,82,Sevilla FC 2021 ~ 2029,€11M,€24K,1787,
,Pedraza LB LM,29,76,76,Villarreal CF 2014 ~ 2030,€6.5M,€34K,2059,
,T. Buchanan RM LM RW,26,76,76,Villarreal CF 2025 ~ 2030,€8M,€34K,2025,
,Diego Conde GK,26,76,79,Villarreal CF 2024 ~ 2029,€7.5M,€21K,1175,
,Rafa Marín CB,23,76,83,"Villarreal CF Jun 30, 2026 On loan",€14M,€59K,1741,
,Pablo Martínez CM LM CDM,27,76,76,Levante UD 2019 ~ 2028,€8M,€27K,2045,
,Manu Sánchez LB LM,24,76,80,"Levante UD Jun 30, 2026 On loan",€10M,€22K,1844,
,Diego Rico LB CB LM,32,76,76,Getafe CF 2024 ~ 2030,€5M,€31K,2043,
,Juan Iglesias RB LB RM,26,76,77,Getafe CF 2019 ~ 2029,€8M,€29K,1811,
,Z. Romero CB LB,25,76,79,"Getafe CF Jun 30, 2026 On loan",€9M,€26K,1695,
,V. Birmančević LW ST RW LM,27,76,76,"Getafe CF Jun 30, 2026 On loan",€8M,€25K,1896,
,Vitor Reis CB,19,76,86,"Girona FC Jun 30, 2026 On loan",€15M,€56K,1752,
,A. Witsel CDM CM,36,76,76,Girona FC 2025 ~ 2028,€1.5M,€22K,1952,
,D. Blind CB LB CM,35,76,76,Girona FC 2023 ~ 2028,€2M,€22K,2000,
,David López CB,35,76,76,Girona FC 2022 ~ 2029,€2M,€22K,1822,
,Bryan Gil LW LM RM,24,76,79,Girona FC 2025 ~ 2030,€10M,€27K,1810,
,Dário Essugo CDM CM,20,75,83,Chelsea 2025 ~ 2033,€11.5M,€58K,1951,
,C. Alcaraz CAM CM,22,75,82,Everton 2025 ~ 2027,€11.5M,€32K,1956,
,J. Piroe ST,25,75,77,Leeds United 2023 ~ 2027,€7M,€51K,1787,
,I. Gruev CDM CM,25,75,77,Leeds United 2023 ~ 2027,€6.5M,€44K,1914,
,T. Malacia LB LM,25,75,76,Manchester United 2022 ~ 2028,€6M,€58K,1928,
,A. Bayındır GK,27,75,77,Manchester United 2023 ~ 2027,€5M,€38K,1150,
,N. Savona RB RM,22,75,81,Nottingham Forest 2025 ~ 2030,€8.5M,€56K,1878,
,Jair Cunha CB,20,75,82,Nottingham Forest 2025 ~ 2030,€10.5M,€47K,1704,
,L. Lucca ST,24,75,79,"Nottingham Forest Jun 30, 2026 On loan",€8M,€17K,1767,
,A. Kinský GK,22,75,81,Tottenham Hotspur 2025 ~ 2031,€7.5M,€35K,1140,
,B. Davies CB,32,75,75,Tottenham Hotspur 2014 ~ 2029,€3.6M,€73K,1901,
,R. Drăgușin CB,23,75,81,Tottenham Hotspur 2024 ~ 2029,€8M,€60K,1704,
,Adama Traoré RM RW,29,75,75,West Ham United 2026 ~ 2030,€5.5M,€56K,1880,
,M. Kilman CB,28,75,76,West Ham United 2024 ~ 2031,€5.5M,€53K,1742,
,M. Hermansen GK,24,75,80,West Ham United 2025 ~ 2030,€7M,€26K,1271,
,B. Traoré RW RM,29,75,75,Sunderland 2025 ~ 2029,€5.5M,€54K,1940,
,W. Isidor ST,24,75,78,Sunderland 2025 ~ 2028,€8M,€46K,1852,
,J. Bellegarde CAM CM LW,27,75,76,Wolverhampton Wanderers 2023 ~ 2028,€6.5M,€54K,2057,
,Toti CB,26,75,78,Wolverhampton Wanderers 2020 ~ 2029,€6.5M,€51K,1860,
,Hugo Bueno LB LM,22,75,80,Wolverhampton Wanderers 2021 ~ 2028,€8M,€44K,1966,
,T. Castagne RB RM,29,75,75,Fulham FC 2023 ~ 2027,€4.9M,€63K,1919,
,M. Edwards RM RW,26,75,75,Burnley 2025 ~ 2029,€6M,€49K,1795,
,Z. Flemming ST,26,75,76,Burnley 2025 ~ 2029,€6.5M,€53K,2036,
,Hannibal CM CAM LM,22,75,82,Burnley 2024 ~ 2028,€11.5M,€42K,2072,
,E. Nketiah ST,26,75,76,Crystal Palace 2024 ~ 2029,€6.5M,€69K,1766,
,A. Webster CB,30,75,75,Brighton & Hove Albion 2019 ~ 2029,€4.6M,€67K,1622,
,Igor Julio CB LB,27,75,77,Brighton & Hove Albion 2023 ~ 2027,€6M,€64K,1674,
,R. Nelson RM LM RW,25,75,76,"Brentford Jun 30, 2026 On loan",€6.5M,€84K,1810,
,E. Pinnock CB,32,75,75,Brentford 2019 ~ 2027,€3.6M,€57K,1663,
,A. Hickey RB LB RM,23,75,79,Brentford 2022 ~ 2029,€7.5M,€47K,1918,
,J. Hill CB RB,23,75,79,AFC Bournemouth 2022 ~ 2029,€7M,€47K,1748,
,L. Sinayoko ST RM CAM,25,75,78,AJ Auxerre 2019 ~ 2029,€7.5M,€23K,1897,
,K. Danois CM CDM,21,75,83,AJ Auxerre 2022 ~ 2029,€12.5M,€17K,1954,
,I. Ganiou CB RB RM,20,75,83,RC Lens 2025 ~ 2027,€11.5M,€17K,1875,
,A. Masuaku LB LM,31,75,75,"RC Lens Jun 30, 2026 On loan",€4.1M,€49K,2048,
,A. Haidara CM CDM,27,75,75,RC Lens 2026 ~ 2029,€6M,€24K,2012,
,H. Igamane ST CAM,22,75,83,Lille OSC 2025 ~ 2030,€12.5M,€25K,1878,
,C. Mbemba CB,30,75,75,Lille OSC 2025 ~ 2029,€4.6M,€26K,1857,
,Félix Correia LM RM LW,24,75,78,Lille OSC 2025 ~ 2029,€7.5M,€23K,1886,
,N. Ngoy CB,22,75,83,Lille OSC 2025 ~ 2029,€12M,€22K,1816,
,Tiago Santos RB RM,22,75,79,Lille OSC 2023 ~ 2028,€7.5M,€22K,1946,
,R. Descamps GK,29,75,76,Olympique Lyonnais 2024 ~ 2029,€4.3M,€13K,1053,
,R. Yaremchuk ST,29,75,75,"Olympique Lyonnais Jun 30, 2026 On loan",€5.5M,€31K,1909,
,Abner Vinícius LB LM,25,75,78,Olympique Lyonnais 2024 ~ 2029,€7M,€18K,1977,
,E. Nuamah RM RW,21,75,82,Olympique Lyonnais 2024 ~ 2028,€11.5M,€14K,1762,
,Afonso Moreira LM LW,20,75,84,Olympique Lyonnais 2025 ~ 2029,€12.5M,€14K,1879,
,Ansu Fati LM LW CAM,22,75,81,"AS Monaco Jun 30, 2026 On loan",€9M,€56K,1859,
,C. Mawissa CB LB CDM,20,75,84,AS Monaco 2024 ~ 2029,€11.5M,€19K,1704,
,M. Dupé GK,32,75,75,OGC Nice 2024 ~ 2029,€2.8M,€16K,1142,
,A. Abdi LB LM,31,75,75,OGC Nice 2024 ~ 2027,€4.1M,€24K,1983,
,M. Cho RW RM ST,21,75,82,OGC Nice 2024 ~ 2028,€11.5M,€20K,1750,
,M. Bombito CB,25,75,80,OGC Nice 2024 ~ 2028,€7.5M,€22K,1770,
,J. Enciso CAM ST,21,75,84,RC Strasbourg Alsace 2025 ~ 2029,€12.5M,€33K,1803,
,S. Nanasi CAM LM CM,23,75,82,RC Strasbourg Alsace 2024 ~ 2029,€11.5M,€38K,1813,
,M. Talbi CB,27,75,77,FC Lorient 2022 ~ 2027,€6M,€18K,1591,
,B. Meïté CB,23,75,79,"FC Lorient Jun 30, 2026 On loan",€7M,€28K,1595,
,C. Egan-Riley CB,22,75,80,Olympique de Marseille 2025 ~ 2029,€8M,€28K,1748,
,R. Majecki GK,25,75,78,"Stade Brestois 29 Jun 30, 2026 On loan",€6M,€16K,1154,
,G. Coudert GK,26,75,77,Stade Brestois 29 2021 ~ 2027,€5.5M,€14K,1042,
,B. Locko LB LM,23,75,80,Stade Brestois 29 2023 ~ 2027,€8M,€18K,1834,
,K. Doumbia CAM CM,22,75,81,Stade Brestois 29 2024 ~ 2029,€9M,€20K,1939,
,H. Belkebla CDM CM,31,75,75,Angers SCO 2024 ~ 2030,€3.9M,€15K,1857,
,J. Lefort CB,31,75,75,Angers SCO 2023 ~ 2029,€3.8M,€15K,1726,
,A. Touré CDM CM,31,75,75,Le Havre AC 2023 ~ 2029,€3.9M,€15K,1820,
,D. Sidibé RB RM CB CDM,32,75,75,Toulouse FC 2024 ~ 2029,€3.9M,€22K,1923,
,C. Cásseres Jr CDM CM,25,75,80,Toulouse FC 2023 ~ 2027,€7.5M,€20K,2035,
,J. Ikoné RW RM,27,75,75,Paris FC 2025 ~ 2027,€6M,€43K,1857,
,M. Munetsi CM CAM CDM,29,75,75,"Paris FC Jun 30, 2026 On loan",€5.5M,€56K,1988,
,L. Karl CAM RM ST,17,75,88,FC Bayern München 2025 ~ 2028,€13M,€25K,1790,
,H. Tabaković ST,31,75,75,"Borussia Mönchengladbach Jun 30, 2026 On loan",€4.8M,€35K,1721,
,F. Neuhaus CM CAM CDM,28,75,75,Borussia Mönchengladbach 2017 ~ 2027,€5.5M,€27K,2007,
,J. Scally RB CB RM RW,22,75,78,Borussia Mönchengladbach 2021 ~ 2027,€7M,€21K,1870,
,P. Sander CDM CM CB,27,75,76,Borussia Mönchengladbach 2024 ~ 2028,€6M,€24K,1979,
,L. Kübler RB,32,75,75,SC Freiburg 2015 ~ 2029,€3.9M,€26K,1863,
,Y. Suzuki CAM ST,23,75,78,SC Freiburg 2025 ~ 2029,€7.5M,€23K,1893,
,M. Muheim LB LM,27,75,75,Hamburger SV 2022 ~ 2027,€5.5M,€22K,2027,
,A. Castro-Montes RM LM RB RW,28,75,75,1. FC Köln 2025 ~ 2028,€5.5M,€24K,2061,
,M. Bülter ST LM LW CAM,32,75,75,1. FC Köln 2025 ~ 2027,€4.6M,€26K,1953,
,E. Ben Seghir CAM LM CM,20,75,84,Bayer 04 Leverkusen 2025 ~ 2030,€12.5M,€42K,1838,
,J. Vagnoman RB RM,24,75,78,VfB Stuttgart 2022 ~ 2028,€7M,€27K,1969,
,L. Assignon RB RM,25,75,80,VfB Stuttgart 2025 ~ 2029,€7.5M,€30K,1906,
,Y. Sugawara RB RM,25,75,79,"SV Werder Bremen Jun 30, 2026 On loan",€7M,€45K,1979,
,F. Agu LB LM,25,75,78,SV Werder Bremen 2020 ~ 2027,€7M,€23K,1946,
,M. Backhaus GK,21,75,84,SV Werder Bremen 2022 ~ 2027,€11M,€9K,1010,
,D. da Costa CB RB RM,31,75,75,1. FSV Mainz 05 2022 ~ 2027,€3.8M,€26K,1949,
,P. Mwene LB LM RM,31,75,75,1. FSV Mainz 05 2023 ~ 2030,€4.1M,€26K,1916,
,B. Hollerbach ST CAM LM,24,75,79,1. FSV Mainz 05 2025 ~ 2029,€8M,€24K,1890,
,M. Jenz CB,26,75,78,VfL Wolfsburg 2023 ~ 2027,€6.5M,€37K,1576,
,Vinicius Souza CDM CM,26,75,78,VfL Wolfsburg 2025 ~ 2030,€6.5M,€37K,1918,
,S. Kumbedi RB RM,20,75,81,VfL Wolfsburg 2025 ~ 2029,€8M,€27K,1844,
,M. Zetterer GK,29,75,75,Eintracht Frankfurt 2025 ~ 2029,€3.8M,€18K,1294,
,J. Bahoya LM LW CAM,20,75,85,Eintracht Frankfurt 2024 ~ 2029,€12.5M,€21K,1872,
,C. Trimmel RB RM,38,75,75,1. FC Union Berlin 2014 ~ 2028,€1.2M,€23K,2006,
,D. Köhn LB LM,26,75,76,1. FC Union Berlin 2025 ~ 2029,€6M,€29K,2040,
,Bernardo LB CB,30,75,75,TSG 1899 Hoffenheim 2025 ~ 2027,€4.8M,€31K,1942,
,K. Machida CB,27,75,75,TSG 1899 Hoffenheim 2025 ~ 2029,€5M,€29K,1694,
,A. Hajdari CB LB,22,75,79,TSG 1899 Hoffenheim 2025 ~ 2029,€7.5M,€25K,1606,
,A. Prass LB LM CM,24,75,77,TSG 1899 Hoffenheim 2024 ~ 2028,€6.5M,€25K,2049,
,M. Gregoritsch ST,31,75,75,"FC Augsburg Jun 30, 2026 On loan",€4.8M,€17K,1840,
,K. Schlotterbeck CB,28,75,76,FC Augsburg 2024 ~ 2027,€5.5M,€31K,1611,
,H. Massengo CDM CM,23,75,80,FC Augsburg 2025 ~ 2030,€8M,€25K,1914,
,K. Jakić CDM CM CB,28,75,75,FC Augsburg 2024 ~ 2028,€4.9M,€31K,1942,
,D. Ramaj GK,23,75,81,"1. FC Heidenheim 1846 Jun 30, 2026 On loan",€7M,€18K,1304,
,E. Bitshiabu CB,20,75,85,RB Leipzig 2023 ~ 2029,€11.5M,€29K,1672,
,B. Gruda CAM RM CM,21,75,85,"RB Leipzig Jun 30, 2026 On loan",€12.5M,€51K,1888,
,C. Harder ST CAM LW,20,75,85,RB Leipzig 2025 ~ 2030,€12.5M,€34K,1874,
,M. Bakker LB LM RM,25,75,80,Atalanta 2023 ~ 2027,€7.5M,€45K,1982,
,Josep Martínez GK,27,75,77,Inter 2024 ~ 2029,€5M,€16K,1045,
,A. Diouf CM CAM,22,75,81,Inter 2025 ~ 2030,€9M,€23K,2036,
,E. Holm RB RM,25,75,78,"Juventus Jun 30, 2026 On loan",€7M,€37K,1948,
,F. Miretti CM CAM LM,21,75,80,Juventus 2021 ~ 2028,€8.5M,€59K,2043,
,Patric CB CDM,32,75,75,Lazio 2015 ~ 2027,€3.6M,€29K,1877,
,T. Bašić CM CDM,28,75,75,Lazio 2021 ~ 2028,€5.5M,€30K,2045,
,K. De Winter CB,23,75,84,AC Milan 2025 ~ 2030,€11.5M,€31K,1789,
,Juan Jesus CB,34,75,75,Napoli 2021 ~ 2029,€1.8M,€68K,1662,
,B. Gilmour CM CDM,24,75,79,Napoli 2024 ~ 2029,€8M,€59K,1949,
,E. Delprato CB RB,25,75,78,Parma 2022 ~ 2027,€6.5M,€18K,1940,
,H. Nicolussi Caviglia CDM CM,25,75,79,"Parma Jun 30, 2026 On loan",€7M,€5K,2029,
,E. Valeri LB LM,26,75,76,Parma 2024 ~ 2028,€6M,€19K,2036,
,I. Ilić CDM CM CB,24,75,80,Torino 2023 ~ 2027,€8M,€28K,2024,
,F. Israel GK,25,75,80,Torino 2025 ~ 2028,€6.5M,€19K,1086,
,C. Casadei CM CDM,22,75,83,Torino 2025 ~ 2029,€12.5M,€29K,2013,
,J. Karlström CDM CM,30,75,75,Udinese 2024 ~ 2030,€4.7M,€18K,1940,
,N. Zaniolo ST RW RM CAM,25,75,76,"Udinese Jun 30, 2026 On loan",€7M,€43K,1967,
,F. Bernardeschi RM ST RW,31,75,75,Bologna 2025 ~ 2027,€4.7M,€42K,2018,
,N. Moro CDM CM CB,27,75,75,Bologna 2023 ~ 2027,€5.5M,€38K,2042,
,T. Dallinga ST,24,75,80,Bologna 2024 ~ 2028,€8.5M,€38K,1776,
,J. Rowe LM RM LW,22,75,82,Bologna 2025 ~ 2029,€11.5M,€35K,1887,
,A. Gallo LB LM,25,75,78,Lecce 2019 ~ 2028,€7M,€12K,1910,
,I. Smolčić RB CB CM,24,75,78,Como 2025 ~ 2029,€7M,€55K,1931,
,Alberto Moreno LB CM,32,75,75,Como 2024 ~ 2029,€3.9M,€66K,2021,
,M. Kempf CB CDM,30,75,75,Como 2024 ~ 2027,€4.6M,€66K,1809,
,S. Esposito ST CAM,22,75,82,"Cagliari Jun 30, 2026 On loan",€11.5M,€25K,1961,
,M. Palestra RB RM,20,75,84,"Cagliari Jun 30, 2026 On loan",€12M,€35K,1964,
,D. Rugani CB,30,75,75,"Fiorentina Jun 30, 2026 On loan",€4.6M,€80K,1571,
,L. Ranieri CB,26,75,78,Fiorentina 2017 ~ 2028,€6.5M,€38K,1795,
,R. Piccoli ST,24,75,80,Fiorentina 2025 ~ 2030,€8.5M,€38K,1783,
,F. Parisi LB RB RM CM,24,75,80,Fiorentina 2023 ~ 2028,€8M,€33K,2023,
,P. Comuzzo CB,20,75,86,Fiorentina 2023 ~ 2028,€11.5M,€28K,1575,
,R. Malinovskyi CM CAM CDM,32,75,75,Genoa 2024 ~ 2027,€4.4M,€23K,2104,
,J. Bijlow GK,27,75,76,Genoa 2026 ~ 2028,€4.8M,€14K,1158,
,L. Østigård CB,25,75,80,Genoa 2026 ~ 2030,€7.5M,€20K,1691,
,J. Vásquez CB,26,75,78,Genoa 2022 ~ 2028,€6.5M,€21K,1695,
,Vitinha ST,25,75,78,Genoa 2024 ~ 2028,€7.5M,€23K,1874,
