Unnamed: 0,Age,Overall rating,Potential,ID,foot,Acceleration,Sprint speed,Stamina,Strength,Interceptions,Vision,Composure,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Positioning,Weak foot,Skill moves,Attacking work rate,Defensive work rate,Unnamed: 28,Player_Name,Positions,Primary_Position,Match_Name,Club,Contract_End_Year,Height_cm,Weight_kg,Value_EUR,Wage_EUR,BMI,Value_per_Overall
,29,80,80,225201,Right,84,84,80,59,67,79,78,68,58,14,16,6,4,3,,,,Berenguer,RW LM CAM RM,RW,Berenguer,Athletic Club,2027,175.0,73.0,20500000.0,54000.0,23.84,256250.0
,30,80,80,227950,Right,63,66,68,76,84,73,79,82,82,12,9,12,3,2,,,,Yeray,CB,CB,Yeray,Athletic Club,2028,182.0,79.0,17500000.0,49000.0,23.85,218750.0
,21,80,86,279604,Right,76,74,86,75,83,80,77,81,70,6,9,13,4,3,,,,Jauregizar,CM CDM,CM,Jauregizar,Athletic Club,2031,177.0,74.0,33500000.0,36000.0,23.62,418750.0
,31,80,80,212602,Right,62,62,65,78,82,60,70,83,78,8,12,9,3,2,,,,Diego Llorente,CB,CB,Diego Llorente,Real Betis Balompié,2028,186.0,75.0,14500000.0,35000.0,21.68,181250.0
,23,80,84,264432,Right,88,88,78,65,18,77,76,32,28,7,5,12,3,4,,,,Abde,LW LM,LW,Abde,Real Betis Balompié,2029,177.0,72.0,30000000.0,33000.0,22.98,375000.0
,32,80,80,224179,Right,59,65,64,84,32,80,83,36,27,14,12,13,3,3,,,,Borja Iglesias,ST,ST,Borja Iglesias,RC Celta,2028,187.0,86.0,17000000.0,40000.0,24.59,212500.0
,26,80,81,259694,Right,78,82,82,73,77,78,77,76,75,9,10,8,3,3,,,,Mingueza,RB LM RM,RB,Mingueza,RC Celta,2029,184.0,75.0,22500000.0,34000.0,22.15,281250.0
,30,80,80,232498,Left,84,82,75,64,44,82,80,41,37,11,8,13,3,3,,,,Isi,CAM RM ST CM,CAM,Isi,Rayo Vallecano,2028,169.0,71.0,20500000.0,33000.0,24.86,256250.0
,27,80,81,248165,Right,93,95,80,65,74,75,74,75,70,9,11,11,3,4,,,,A. Rațiu,RB RM,RB,A. Ratiu,Rayo Vallecano,2030,183.0,75.0,22000000.0,30000.0,22.4,275000.0
,36,80,80,189513,Right,39,38,65,68,79,87,85,73,74,5,9,14,4,3,,,,Parejo,CM CDM,CM,Parejo,Villarreal CF,2028,182.0,74.0,6500000.0,36000.0,22.34,81250.0
,26,80,81,241707,Left,70,73,83,82,80,80,76,80,74,12,12,14,3,2,,,,P. Gueye,CM CDM,CM,P. Gueye,Villarreal CF,2028,189.0,79.0,24500000.0,45000.0,22.12,306250.0
,32,80,80,223952,Right,46,34,43,76,21,49,61,13,13,80,79,80,3,1,,,,David Soria,GK,GK,David Soria,Getafe CF,2030,192.0,85.0,10500000.0,27000.0,23.06,131250.0
,29,80,80,232665,Right,68,70,88,76,79,78,74,82,76,7,13,15,3,3,,,,M. Arambarri,CM CDM CAM,CM,M. Arambarri,Getafe CF,2028,175.0,71.0,20500000.0,43000.0,23.18,256250.0
,30,79,79,206585,Right,38,42,35,55,20,60,62,17,18,77,78,77,4,1,,,,Kepa,GK,GK,Kepa,Arsenal,2028,189.0,89.0,11500000.0,76000.0,24.92,145569.62
,25,79,80,233049,Right,81,77,57,58,33,80,83,35,25,7,11,11,3,5,,,,J. Sancho,LM RM LW,LM,J. Sancho,"Aston Villa Jun 30, 2026 On loan",,180.0,76.0,21000000.0,80000.0,23.46,265822.78
,27,79,79,236499,Right,69,66,75,65,76,82,84,78,72,12,6,10,2,3,,,,Douglas Luiz,CDM CM,CDM,Douglas Luiz,"Aston Villa Jun 30, 2026 On loan",,175.0,66.0,16500000.0,100000.0,21.55,208860.76
,23,79,84,248465,Left,88,87,74,52,76,72,76,72,78,9,10,15,2,3,,,,I. Maatsen,LB LM,LB,I. Maatsen,Aston Villa,2029,178.0,68.0,24500000.0,85000.0,21.46,310126.58
,18,79,89,76687,Left,91,89,67,49,34,75,80,34,27,9,15,6,3,4,,,,Estêvão,RM RW,RM,Estevao,Chelsea,2033,178.0,71.0,37000000.0,71000.0,22.41,468354.43
,24,79,82,248695,Right,76,78,67,81,81,60,76,81,80,14,12,14,3,2,,,,W. Fofana,CB,CB,W. Fofana,Chelsea,2029,185.0,84.0,21500000.0,90000.0,24.54,272151.9
,22,79,84,259307,Right,87,81,85,68,76,74,76,76,75,10,6,8,3,3,,,,M. Gusto,RB RM,RB,M. Gusto,Chelsea,2030,178.0,74.0,25000000.0,90000.0,23.36,316455.7
,35,79,79,193474,Right,66,55,82,58,83,71,75,84,80,8,6,12,3,3,,,,I. Gueye,CDM CM,CDM,I. Gueye,Everton,2028,174.0,66.0,4900000.0,35000.0,21.8,62025.32
,23,79,85,247649,Left,65,75,72,82,78,52,76,81,82,10,9,12,5,2,,,,J. Branthwaite,CB,CB,J. Branthwaite,Everton,2030,195.0,74.0,25000000.0,39000.0,19.46,316455.7
,26,79,80,257191,Right,68,71,82,79,85,79,80,79,78,7,14,7,4,3,,,,A. Stach,CM CDM,CM,A. Stach,Leeds United,2029,194.0,88.0,20500000.0,64000.0,23.38,259493.67
,28,79,79,225100,Right,72,76,57,78,79,65,75,81,78,8,13,7,3,3,,,,J. Gomez,CB RB LB RM,CB,J. Gomez,Liverpool,2027,188.0,77.0,15000000.0,95000.0,21.79,189873.42
,32,79,79,232487,Right,66,52,77,67,78,75,79,79,73,9,13,11,4,3,,,,W. Endo,CDM CM,CDM,W. Endo,Liverpool,2027,178.0,76.0,11500000.0,95000.0,23.99,145569.62
,21,79,84,264298,Right,82,82,84,65,76,69,68,78,76,15,9,5,3,3,,,,C. Bradley,RB RM,RB,C. Bradley,Liverpool,2029,181.0,75.0,25000000.0,66000.0,22.89,316455.7
,29,79,79,205988,Left,68,67,67,77,79,77,76,79,78,10,12,7,2,3,,,,L. Shaw,LB CB LM,LB,L. Shaw,Manchester United,2027,181.0,75.0,15500000.0,83000.0,22.89,196202.53
,20,79,85,269136,Right,70,66,77,73,76,79,82,78,79,14,11,5,3,3,,,,K. Mainoo,CDM CM,CDM,K. Mainoo,Manchester United,2031,181.0,80.0,25000000.0,58000.0,24.42,316455.7
,34,79,79,186345,Right,65,62,74,66,78,80,78,79,78,11,14,11,4,3,,,,K. Trippier,RB RM,RB,K. Trippier,Newcastle United,2028,173.0,71.0,6500000.0,110000.0,23.72,82278.48
,33,79,79,203841,Right,50,44,34,73,23,50,63,15,14,80,79,77,3,1,,,,N. Pope,GK,GK,N. Pope,Newcastle United,2027,199.0,90.0,5500000.0,71000.0,22.73,69620.25
,30,79,79,206085,Right,79,83,80,66,65,81,77,65,55,13,16,10,4,3,,,,J. Murphy,RW RM,RW,J. Murphy,Newcastle United,2027,179.0,74.0,17000000.0,120000.0,23.1,215189.87
,23,79,82,257470,Right,93,91,75,72,31,76,77,38,33,13,5,8,5,3,,,,A. Elanga,RW RM,RW,A. Elanga,Newcastle United,2030,178.0,70.0,24000000.0,105000.0,22.09,303797.47
,32,79,79,200159,Right,51,53,33,73,27,66,56,12,15,78,77,78,4,1,,,,S. Ortega,GK,GK,S. Ortega,Nottingham Forest,2029,185.0,88.0,8500000.0,58000.0,25.71,107594.94
,28,79,79,231943,Right,77,75,68,74,46,74,79,58,48,12,7,11,4,4,,,,Richarlison,ST LW LM,ST,Richarlison,Tottenham Hotspur,2027,184.0,83.0,18000000.0,110000.0,24.52,227848.1
,26,79,80,237679,Right,89,90,74,69,38,76,78,33,32,7,14,8,4,3,,,,R. Kolo Muani,ST RM CAM,ST,R. Kolo Muani,"Tottenham Hotspur Jun 30, 2026 On loan",,187.0,73.0,21000000.0,85000.0,20.88,265822.78
,26,79,82,237985,Right,65,79,66,90,77,52,72,80,76,12,13,11,3,2,,,,K. Danso,CB,CB,K. Danso,Tottenham Hotspur,2030,190.0,89.0,20500000.0,90000.0,24.65,259493.67
,25,79,81,238216,Right,72,77,85,78,80,78,81,80,79,7,6,9,4,3,,,,C. Gallagher,CM CDM CAM,CM,C. Gallagher,Tottenham Hotspur,2031,182.0,77.0,22000000.0,90000.0,23.25,278481.01
,24,79,83,243702,Right,87,88,76,75,74,72,78,77,75,13,8,11,4,3,,,,D. Spence,LB RB LM,LB,D. Spence,Tottenham Hotspur,2029,184.0,71.0,23500000.0,80000.0,20.97,297468.35
,22,79,83,259583,Left,86,89,75,77,78,75,78,76,74,8,14,10,3,3,,,,D. Udogie,LB LM,LB,D. Udogie,Tottenham Hotspur,2030,186.0,73.0,24000000.0,80000.0,21.1,303797.47
,27,79,79,229880,Right,79,79,75,71,79,68,78,79,88,9,8,8,2,3,,,,A. Wan-Bissaka,RB RM,RB,A. Wan-Bissaka,West Ham United,2031,183.0,72.0,17000000.0,68000.0,21.5,215189.87
,26,79,80,237712,Right,78,73,78,65,39,79,81,40,39,15,6,12,3,3,,,,T. Castellanos,ST,ST,T. Castellanos,West Ham United,2030,178.0,70.0,21000000.0,77000.0,22.09,265822.78
,20,79,85,270857,Right,73,67,83,62,75,80,78,77,74,6,5,8,4,4,,,,Mateus Fernandes,CM CAM CDM,CM,Mateus Fernandes,West Ham United,2030,178.0,72.0,27000000.0,52000.0,22.72,341772.15
,33,79,79,192563,Right,54,51,44,70,25,53,63,15,18,78,79,80,3,1,,,,B. Leno,GK,GK,B. Leno,Fulham FC,2027,189.0,83.0,5500000.0,55000.0,23.24,69620.25
,29,79,79,224221,Right,40,48,74,87,79,69,78,81,78,13,7,15,4,2,,,,J. Andersen,CB,CB,J. Andersen,Fulham FC,2029,192.0,90.0,14500000.0,83000.0,24.41,183544.3
,27,79,80,228092,Right,54,65,81,89,75,76,78,76,72,14,9,8,3,2,,,,S. Berge,CDM CM CB,CDM,S. Berge,Fulham FC,2029,195.0,96.0,18000000.0,80000.0,25.25,227848.1
,26,79,79,246172,Left,89,86,62,58,33,76,72,32,33,13,7,7,2,4,,,,S. Chukwueze,RM LM RW,RM,S. Chukwueze,"Fulham FC Jun 30, 2026 On loan",,172.0,70.0,19000000.0,50000.0,23.66,240506.33
,25,79,81,240947,Left,74,75,85,65,79,72,74,81,78,9,12,8,3,2,,,,T. Mitchell,LB LM,LB,T. Mitchell,Crystal Palace,2027,175.0,66.0,20000000.0,76000.0,21.55,253164.56
,25,79,81,250954,Right,64,67,71,81,80,55,61,81,82,13,5,7,3,2,,,,C. Richards,CB,CB,C. Richards,Crystal Palace,2027,188.0,87.0,19500000.0,76000.0,24.62,246835.44
,24,79,82,251421,Right,87,85,75,52,23,77,78,45,53,14,7,5,4,3,,,,B. Johnson,RW RM LW,RW,B. Johnson,Crystal Palace,2030,186.0,73.0,24000000.0,78000.0,21.1,303797.47
,22,79,86,259377,Right,78,75,69,44,29,81,68,48,41,9,7,6,4,3,,,,Yeremy Pino,LW RW CAM LM,LW,Yeremy Pino,Crystal Palace,2030,172.0,65.0,35500000.0,78000.0,21.97,449367.09
,25,79,81,235152,Right,85,84,79,58,75,73,73,77,77,10,13,11,4,3,,,,F. Kadıoğlu,LB RB LM,LB,F. Kadıoglu,Brighton & Hove Albion,2028,174.0,68.0,20000000.0,81000.0,22.46,253164.56
,24,79,83,251479,Left,78,75,87,67,75,81,82,76,75,11,8,7,4,2,,,,M. De Cuyper,LB LM,LB,M. De Cuyper,Brighton & Hove Albion,2030,182.0,72.0,23500000.0,74000.0,21.74,297468.35
,21,79,85,257400,Right,69,69,79,51,78,79,79,78,77,9,11,7,3,3,,,,Y. Ayari,CDM CM,CDM,Y. Ayari,Brighton & Hove Albion,2027,172.0,69.0,26000000.0,62000.0,23.32,329113.92
,35,79,79,183711,Right,62,67,72,77,78,78,78,76,74,7,13,9,3,3,,,,J. Henderson,CDM CM,CDM,J. Henderson,Brentford,2027,182.0,80.0,4900000.0,56000.0,24.15,62025.32
,29,79,79,229723,Right,64,63,76,68,75,82,79,73,66,5,13,8,4,3,,,,M. Jensen,CM CDM CAM,CM,M. Jensen,Brentford,2030,180.0,68.0,17000000.0,79000.0,20.99,215189.87
,26,79,82,240913,Right,45,39,19,71,12,56,66,10,14,77,76,78,4,1,,,,C. Kelleher,GK,GK,C. Kelleher,Brentford,2030,188.0,81.0,17500000.0,46000.0,22.92,221518.99
,24,79,82,248484,Right,55,68,78,83,79,50,75,79,80,9,10,13,3,2,,,,N. Collins,CB,CB,N. Collins,Brentford,2029,193.0,81.0,21500000.0,62000.0,21.75,272151.9
,23,79,83,260926,Right,93,92,72,73,23,76,78,30,23,13,11,9,4,3,,,,K. Schade,LM LW ST,LM,K. Schade,Brentford,2028,185.0,74.0,25000000.0,66000.0,21.62,316455.7
,26,79,81,232999,Right,85,74,79,69,83,72,77,82,79,6,13,8,3,3,,,,T. Adams,CDM CM,CDM,T. Adams,AFC Bournemouth,2028,175.0,72.0,19500000.0,72000.0,23.51,246835.44
,26,79,80,236920,Right,89,86,76,53,34,78,72,45,30,5,6,7,4,4,,,,J. Kluivert,CAM LM CM,CAM,J. Kluivert,AFC Bournemouth,2028,172.0,67.0,20500000.0,77000.0,22.65,259493.67
,24,79,84,246565,Right,66,78,78,80,77,59,76,81,80,7,10,13,4,2,,,,B. Diakité,CB,CB,B. Diakite,AFC Bournemouth,2030,184.0,82.0,24000000.0,62000.0,24.22,303797.47
,25,79,80,256612,Right,75,76,74,78,37,70,78,41,26,13,11,14,4,3,,,,Evanilson,ST,ST,Evanilson,AFC Bournemouth,2029,183.0,80.0,21500000.0,79000.0,23.89,272151.9
,23,79,83,256769,Left,75,76,84,65,78,70,74,80,78,6,6,6,3,3,,,,A. Truffert,LB LM,LB,A. Truffert,AFC Bournemouth,2030,176.0,72.0,23500000.0,62000.0,23.24,297468.35
,25,79,83,269626,Right,40,43,37,73,15,50,62,15,17,80,78,77,2,1,,,,Đ. Petrović,GK,GK,Đ. Petrovic,AFC Bournemouth,2030,194.0,89.0,19000000.0,43000.0,23.65,240506.33
,25,79,83,269493,Left,56,74,64,84,79,62,75,82,76,14,15,11,5,2,,,,Alexsandro,CB,CB,Alexsandro,Lille OSC,2028,191.0,92.0,22000000.0,31000.0,25.22,278481.01
,22,79,84,265459,Right,67,67,82,68,76,83,77,75,73,12,13,13,3,3,,,,T. Morton,CDM CM,CDM,T. Morton,Olympique Lyonnais,2030,185.0,73.0,24500000.0,21000.0,21.33,310126.58
,29,79,79,225663,Right,73,73,76,56,71,80,80,72,66,12,14,10,4,4,,,,A. Golovin,CAM LM CM ST,CAM,A. Golovin,AS Monaco,2029,178.0,69.0,17000000.0,39000.0,21.78,215189.87
,23,79,83,247463,Right,82,85,70,74,18,64,77,15,16,10,12,13,4,3,,,,F. Balogun,ST,ST,F. Balogun,AS Monaco,2028,178.0,66.0,25500000.0,35000.0,20.83,322784.81
,21,79,85,275138,Right,82,76,82,66,74,78,77,76,74,13,12,12,3,3,,,,L. Camara,CM CDM CAM,CM,L. Camara,AS Monaco,2029,173.0,65.0,28000000.0,27000.0,21.72,354430.38
,25,79,82,70415,Right,77,75,82,71,37,69,80,34,24,12,7,12,3,3,,,,E. Lepaul,ST,ST,E. Lepaul,Stade Rennais FC,2029,177.0,71.0,23500000.0,33000.0,22.66,297468.35
,26,79,83,236804,Left,67,79,78,81,79,70,79,81,80,13,5,13,2,3,,,,F. Medina,CB LB,CB,F. Medina,"Olympique de Marseille Jun 30, 2026 On loan",,184.0,77.0,21500000.0,31000.0,22.74,272151.9
,25,79,82,240753,Right,79,75,76,71,44,76,79,41,32,6,12,9,3,4,,,,A. Gouiri,ST CAM,ST,A. Gouiri,Olympique de Marseille,2029,181.0,80.0,23500000.0,46000.0,24.42,297468.35
,34,79,79,188943,Right,43,50,34,75,22,48,65,14,10,80,78,76,4,1,,,,K. Trapp,GK,GK,K. Trapp,Paris FC,2028,189.0,84.0,3000000.0,35000.0,23.52,37974.68
,31,79,79,209889,Left,76,63,70,49,80,83,81,75,75,12,6,11,2,4,,,,R. Guerreiro,LB CM RB LM,LB,R. Guerreiro,FC Bayern München,2029,170.0,71.0,12500000.0,61000.0,24.57,158227.85
,25,79,82,250955,Right,68,77,71,76,78,59,71,80,81,11,6,9,4,2,,,,J. Stanišić,RB CB LB RM,RB,J. Stanisic,FC Bayern München,2029,187.0,77.0,21500000.0,56000.0,22.02,272151.9
,24,79,82,259197,Right,81,83,81,77,40,73,77,40,30,12,7,7,3,3,,,,N. Jackson,ST,ST,N. Jackson,"FC Bayern München Jun 30, 2026 On loan",,187.0,82.0,24500000.0,105000.0,23.45,310126.58
,30,79,79,224196,Left,72,73,77,77,74,63,74,82,88,6,13,7,4,3,,,,R. Bensebaini,CB LB LM,CB,R. Bensebaini,Borussia Dortmund,2027,187.0,82.0,14500000.0,49000.0,23.45,183544.3
,22,79,85,252037,Right,79,83,83,74,22,74,76,28,26,6,12,13,3,4,,,,Fábio Silva,ST CAM LW,ST,Fabio Silva,Borussia Dortmund,2030,185.0,75.0,28500000.0,47000.0,21.91,360759.49
,23,79,83,259716,Left,78,76,94,68,72,75,76,75,78,15,12,9,4,3,,,,D. Svensson,LB CM LM,LB,D. Svensson,Borussia Dortmund,2029,178.0,72.0,23500000.0,41000.0,22.72,297468.35
,32,79,79,212096,Right,72,67,80,65,45,77,76,41,30,10,12,8,2,4,,,,V. Grifo,LM LW,LM,V. Grifo,SC Freiburg,2029,180.0,77.0,14000000.0,35000.0,23.77,177215.19
,30,79,79,212242,Right,59,56,67,84,80,73,73,79,79,7,9,13,4,2,,,,R. Andrich,CB CM CDM,CB,R. Andrich,Bayer 04 Leverkusen,2028,186.0,85.0,14500000.0,73000.0,24.57,183544.3
,28,79,79,236786,Right,78,75,73,74,27,77,79,31,34,12,5,5,3,3,,,,M. Terrier,CAM ST LM,CAM,M. Terrier,Bayer 04 Leverkusen,2029,184.0,71.0,17500000.0,78000.0,20.97,221518.99
,23,79,84,256853,Right,78,75,76,79,66,78,77,67,59,9,11,12,3,4,,,,M. Tillman,CAM CM LW,CAM,M. Tillman,Bayer 04 Leverkusen,2030,187.0,86.0,26500000.0,65000.0,24.59,335443.04
,19,79,87,275029,Right,74,76,75,62,62,81,76,68,57,11,11,12,4,4,,,,I. Maza,CAM CM,CAM,I. Maza,Bayer 04 Leverkusen,2030,180.0,70.0,38000000.0,52000.0,21.6,481012.66
,28,79,79,232711,Right,67,62,87,78,79,76,77,78,70,11,12,10,3,3,,,,J. Stage,CM CDM,CM,J. Stage,SV Werder Bremen,2028,185.0,83.0,17500000.0,35000.0,24.25,221518.99
,24,79,83,247679,Right,65,69,55,90,33,74,76,31,26,14,5,7,3,4,,,,V. Boniface,ST,ST,V. Boniface,"SV Werder Bremen Jun 30, 2026 On loan",,190.0,91.0,25500000.0,70000.0,25.21,322784.81
,31,79,79,206511,Left,63,64,78,74,77,78,79,76,72,11,9,10,2,3,,,,M. Arnold,CDM CM,CDM,M. Arnold,VfL Wolfsburg,2028,184.0,74.0,12500000.0,51000.0,21.86,158227.85
,27,79,79,233301,Right,66,72,84,78,78,66,74,80,79,10,9,6,4,2,,,,R. Kristensen,RB RM CB RW,RB,R. Kristensen,Eintracht Frankfurt,2029,187.0,70.0,17000000.0,35000.0,20.02,215189.87
,32,79,79,201269,Right,48,45,32,67,12,48,31,11,13,79,79,77,2,1,,,,F. Rønnow,GK,GK,F. Rønnow,1. FC Union Berlin,2029,188.0,81.0,8500000.0,26000.0,22.92,107594.94
,22,79,83,265577,Right,67,67,79,77,27,76,75,24,20,9,7,13,4,3,,,,F. Asllani,ST,ST,F. Asllani,TSG 1899 Hoffenheim,2029,191.0,81.0,26000000.0,39000.0,22.2,329113.92
,27,79,79,240709,Right,85,78,83,74,77,76,77,79,76,12,8,10,4,3,,,,R. Baku,RB RM RW,RB,R. Baku,RB Leipzig,2027,176.0,79.0,17000000.0,53000.0,25.5,215189.87
,32,79,79,208165,Right,63,65,77,80,78,56,75,81,78,10,6,10,3,2,,,,B. Djimsiti,CB,CB,B. Djimsiti,Atalanta,2029,190.0,83.0,11500000.0,66000.0,22.99,145569.62
,33,79,79,216150,Right,78,74,80,61,77,70,74,78,78,11,9,6,3,3,,,,D. Zappacosta,LM RM LB,LM,D. Zappacosta,Atalanta,2030,182.0,70.0,11000000.0,69000.0,21.13,139240.51
,30,79,79,223273,Right,68,69,83,72,71,78,77,72,61,11,13,13,4,4,,,,M. Pašalić,CM CAM CDM,CM,M. Pasalic,Atalanta,2028,188.0,77.0,17000000.0,69000.0,21.79,215189.87
,26,79,79,238744,Right,76,78,84,77,76,76,78,80,75,7,9,9,3,3,,,,W. McKennie,CM CAM RM,CM,W. McKennie,Juventus,2028,183.0,84.0,19000000.0,105000.0,25.08,240506.33
,26,79,79,239763,Left,90,79,65,63,20,77,78,21,18,7,11,12,2,4,,,,E. Zhegrova,RM RW,RM,E. Zhegrova,Juventus,2030,180.0,74.0,19000000.0,105000.0,22.84,240506.33
,22,79,86,261050,Left,89,87,69,40,31,74,72,42,38,9,6,15,2,4,,,,Francisco Conceição,CAM RM RW CM,CAM,Francisco Conceicao,Juventus,2030,168.0,61.0,35500000.0,95000.0,21.61,449367.09
,23,79,84,255001,Right,75,77,85,62,79,79,74,77,76,9,12,9,4,3,,,,N. Rovella,CDM CM,CDM,N. Rovella,Lazio,2028,179.0,70.0,24500000.0,31000.0,21.85,310126.58
,27,79,79,237942,Left,77,76,81,68,79,72,72,78,76,14,7,7,3,3,,,,P. Estupiñán,LB LM,LB,P. Estupinan,AC Milan,2030,175.0,73.0,17000000.0,48000.0,23.84,215189.87
,24,79,84,245152,Left,77,79,64,68,51,75,78,39,22,6,14,6,4,3,,,,S. Giménez,ST,ST,S. Gimenez,AC Milan,2029,185.0,79.0,27000000.0,48000.0,23.08,341772.15
,23,79,85,253473,Right,77,78,85,65,73,78,82,76,76,14,12,11,3,3,,,,S. Ricci,CDM CM,CDM,S. Ricci,AC Milan,2029,181.0,72.0,25500000.0,41000.0,21.98,322784.81
,28,79,81,224836,Right,41,45,33,73,21,58,65,15,19,79,77,81,3,1,,,,V. Milinković-Savić,GK,GK,V. Milinkovic-Savic,"Napoli Jun 30, 2026 On loan",,202.0,99.0,15000000.0,29000.0,24.26,189873.42
,21,79,85,80170,Right,91,88,78,74,75,67,76,75,74,6,6,13,3,3,,,,Wesley,RM LM RB RW,RM,Wesley,Roma,2030,178.0,75.0,28000000.0,42000.0,23.67,354430.38
,28,79,79,220651,Left,77,64,87,56,75,78,80,75,74,13,6,13,3,4,,,,Angeliño,LB LM,LB,Angelino,Roma,2028,171.0,69.0,16000000.0,56000.0,23.6,202531.65
,30,79,79,229668,Left,71,73,72,80,78,66,77,80,79,13,8,5,3,2,,,,Mario Hermoso,CB,CB,Mario Hermoso,Roma,2028,184.0,76.0,14500000.0,56000.0,22.45,183544.3
,22,79,85,265695,Left,85,80,86,55,31,76,70,40,38,15,8,15,4,4,,,,M. Soulé,CAM ST,CAM,M. Soule,Roma,2029,176.0,69.0,28000000.0,50000.0,22.28,354430.38
,32,79,79,201153,Right,79,78,79,78,26,75,75,14,20,4,5,4,4,3,,,,Morata,ST CAM CM,ST,Morata,"Como Jun 30, 2026 On loan",,190.0,84.0,14000000.0,56000.0,23.27,177215.19
,32,79,79,219693,Right,54,70,50,87,79,63,75,80,78,7,10,7,4,3,,,,Diego Carlos,CB,CB,Diego Carlos,"Como Jun 30, 2026 On loan",,185.0,79.0,11500000.0,55000.0,23.08,145569.62
,22,79,84,262842,Right,79,77,76,69,58,80,79,64,60,7,5,10,4,3,,,,M. Baturina,CAM LM CM,CAM,M. Baturina,Como,2030,172.0,68.0,27000000.0,78000.0,22.99,341772.15
,30,79,79,223697,Left,76,69,86,71,76,67,77,77,79,7,16,16,3,3,,,,R. Gosens,LB LM LW,LB,R. Gosens,Fiorentina,2028,183.0,76.0,15000000.0,53000.0,22.69,189873.42
,28,79,79,228413,Right,55,49,25,55,11,40,56,12,12,80,75,77,3,1,,,,E. Audero,GK,GK,E. Audero,"Cremonese Jun 30, 2026 On loan",,192.0,83.0,12500000.0,57000.0,22.52,158227.85
,27,79,79,240690,Left,85,86,76,58,50,74,76,57,53,10,6,5,2,4,,,,N. Gonzalez,LM RM CAM LW,LM,N. Gonzalez,"Atlético Madrid Jun 30, 2026 On loan",,180.0,72.0,18500000.0,105000.0,22.22,234177.22
,35,79,79,183512,Left,80,78,79,81,78,73,78,78,77,12,13,8,3,3,,,,Yuri Berchiche,LB LM,LB,Yuri Berchiche,Athletic Club,2028,181.0,79.0,5500000.0,34000.0,24.11,69620.25
,34,79,79,198141,Right,68,68,67,80,83,70,75,79,80,10,15,12,3,3,,,,Bartra,CB,CB,Bartra,Real Betis Balompié,2027,184.0,73.0,5500000.0,33000.0,21.56,69620.25
,28,79,79,224158,Right,72,75,80,86,77,75,76,80,76,13,13,16,2,3,,,,S. Amrabat,CDM CM,CDM,S. Amrabat,"Real Betis Balompié Jun 30, 2026 On loan",,183.0,77.0,15500000.0,55000.0,22.99,196202.53
,26,79,80,237034,Right,84,79,80,76,35,75,77,43,40,9,11,9,4,4,,,,Cucho Hernández,ST CAM,ST,Cucho Hernandez,Real Betis Balompié,2030,175.0,73.0,21000000.0,36000.0,23.84,265822.78
,34,79,79,192638,Left,58,56,74,76,81,76,79,80,79,9,7,9,3,3,,,,Marcos Alonso,CB LB,CB,Marcos Alonso,RC Celta,2028,188.0,84.0,5500000.0,33000.0,23.77,69620.25
,33,79,79,227290,Left,39,35,45,79,17,43,59,22,20,78,79,78,2,1,,,,M. Dmitrović,GK,GK,M. Dmitrovic,RCD Espanyol,2028,194.0,91.0,5500000.0,18000.0,24.18,69620.25
,23,79,83,270728,Left,82,80,83,68,76,76,78,82,76,9,10,11,2,3,,,,Carlos Romero,LB CM,LB,Carlos Romero,"RCD Espanyol Jun 30, 2026 On loan",,180.0,73.0,23500000.0,35000.0,22.53,297468.35
,31,79,79,202648,Right,74,73,80,75,75,82,80,75,74,8,9,8,2,3,,,,Sergi Darder,CM CAM LM CDM,CM,Sergi Darder,RCD Mallorca,2028,180.0,71.0,14500000.0,38000.0,21.91,183544.3
,33,79,79,228805,Right,41,41,87,80,79,59,66,80,77,10,15,15,3,2,,,,Raíllo,CB,CB,Raillo,RCD Mallorca,2027,187.0,80.0,8500000.0,37000.0,22.88,107594.94
,27,79,79,234060,Right,68,72,76,81,78,78,74,80,79,6,7,14,3,3,,,,Y. Herrera,CM CDM,CM,Y. Herrera,Real Sociedad,2030,184.0,78.0,18500000.0,43000.0,23.04,234177.22
,32,79,79,224003,Right,45,50,42,67,12,40,53,17,18,79,79,77,3,1,,,,Sergio Herrera,GK,GK,Sergio Herrera,CA Osasuna,2028,192.0,82.0,8500000.0,25000.0,22.24,107594.94
,23,79,85,259066,Right,74,79,80,90,77,51,70,79,80,10,11,14,2,2,,,,F. Boyomo,CB,CB,F. Boyomo,CA Osasuna,2029,180.0,76.0,25000000.0,32000.0,23.46,316455.7
,34,79,79,197948,Right,50,55,69,85,80,69,76,80,77,11,15,12,3,2,,,,F. Lejeune,CB,CB,F. Lejeune,Rayo Vallecano,2028,190.0,81.0,5500000.0,30000.0,22.44,69620.25
,29,79,80,227186,Right,43,42,31,72,23,60,34,18,17,78,78,77,3,1,,,,A. Batalla,GK,GK,A. Batalla,Rayo Vallecano,2030,186.0,81.0,13500000.0,19000.0,23.41,170886.08
,31,79,79,211990,Right,43,46,37,67,23,46,56,14,12,78,78,78,3,1,,,,O. Vlachodimos,GK,GK,O. Vlachodimos,"Sevilla FC Jun 30, 2026 On loan",,188.0,78.0,9500000.0,71000.0,22.07,120253.16
